,year,age_group,sex,region,value
1327,2013,55 - 59 years,Both sexes,South-East,23.3
1328,2013,55 - 59 years,Both sexes,South-West,37.9
1329,2013,55 - 59 years,Both sexes,Dublin,63.9
1330,2013,55 - 59 years,Both sexes,Mid-East,34.6
1331,2013,55 - 59 years,Both sexes,Midland,15.5
1332,2013,55 - 59 years,Male,State,125.1
1333,2013,55 - 59 years,Male,Border,11.3
1334,2013,55 - 59 years,Male,West,13.3
1335,2013,55 - 59 years,Male,Mid-West,13.7
1336,2013,55 - 59 years,Male,South-East,11.8
1337,2013,55 - 59 years,Male,South-West,19.1
1338,2013,55 - 59 years,Male,Dublin,30.8
1339,2013,55 - 59 years,Male,Mid-East,17.3
1340,2013,55 - 59 years,Male,Midland,7.9
1341,2013,55 - 59 years,Female,State,126.0
1342,2013,55 - 59 years,Female,Border,11.1
1343,2013,55 - 59 years,Female,West,13.1
1344,2013,55 - 59 years,Female,Mid-West,13.5
1345,2013,55 - 59 years,Female,South-East,11.5
1346,2013,55 - 59 years,Female,South-West,18.8
1347,2013,55 - 59 years,Female,Dublin,33.2
1348,2013,55 - 59 years,Female,Mid-East,17.4
1349,2013,55 - 59 years,Female,Midland,7.6
1350,2013,60 - 64 years,Both sexes,State,223.2
1351,2013,60 - 64 years,Both sexes,Border,20.5
1352,2013,60 - 64 years,Both sexes,West,23.4
1353,2013,60 - 64 years,Both sexes,Mid-West,24.9
1354,2013,60 - 64 years,Both sexes,South-East,20.7
1355,2013,60 - 64 years,Both sexes,South-West,34.0
1356,2013,60 - 64 years,Both sexes,Dublin,56.7
1357,2013,60 - 64 years,Both sexes,Mid-East,29.5
1358,2013,60 - 64 years,Both sexes,Midland,13.5
1359,2013,60 - 64 years,Male,State,111.5
1360,2013,60 - 64 years,Male,Border,10.5
1361,2013,60 - 64 years,Male,West,11.9
1362,2013,60 - 64 years,Male,Mid-West,12.6
1363,2013,60 - 64 years,Male,South-East,10.4
1364,2013,60 - 64 years,Male,South-West,17.2
1365,2013,60 - 64 years,Male,Dublin,27.3
1366,2013,60 - 64 years,Male,Mid-East,14.7
1367,2013,60 - 64 years,Male,Midland,7.0
1368,2013,60 - 64 years,Female,State,111.7
1369,2013,60 - 64 years,Female,Border,10.0
1370,2013,60 - 64 years,Female,West,11.5
1371,2013,60 - 64 years,Female,Mid-West,12.2
1372,2013,60 - 64 years,Female,South-East,10.3
1373,2013,60 - 64 years,Female,South-West,16.8
1374,2013,60 - 64 years,Female,Dublin,29.4
1375,2013,60 - 64 years,Female,Mid-East,14.8
1376,2013,60 - 64 years,Female,Midland,6.5
1377,2013,65 - 69 years,Both sexes,State,190.0
1378,2013,65 - 69 years,Both sexes,Border,17.8
1379,2013,65 - 69 years,Both sexes,West,19.6
1380,2013,65 - 69 years,Both sexes,Mid-West,21.3
1381,2013,65 - 69 years,Both sexes,South-East,18.2
1382,2013,65 - 69 years,Both sexes,South-West,29.4
1383,2013,65 - 69 years,Both sexes,Dublin,47.5
1384,2013,65 - 69 years,Both sexes,Mid-East,24.9
1385,2013,65 - 69 years,Both sexes,Midland,11.4
1386,2013,65 - 69 years,Male,State,94.9
1387,2013,65 - 69 years,Male,Border,9.2
1388,2013,65 - 69 years,Male,West,10.3
1389,2013,65 - 69 years,Male,Mid-West,10.7
1390,2013,65 - 69 years,Male,South-East,9.1
1391,2013,65 - 69 years,Male,South-West,14.7
1392,2013,65 - 69 years,Male,Dublin,22.7
1393,2013,65 - 69 years,Male,Mid-East,12.5
1394,2013,65 - 69 years,Male,Midland,5.7
1395,2013,65 - 69 years,Female,State,95.1
1396,2013,65 - 69 years,Female,Border,8.6
1397,2013,65 - 69 years,Female,West,9.4
1398,2013,65 - 69 years,Female,Mid-West,10.6
1399,2013,65 - 69 years,Female,South-East,9.0
1400,2013,65 - 69 years,Female,South-West,14.6
1401,2013,65 - 69 years,Female,Dublin,24.8
1402,2013,65 - 69 years,Female,Mid-East,12.4
1403,2013,65 - 69 years,Female,Midland,5.7
1404,2013,70 - 74 years,Both sexes,State,138.7
1405,2013,70 - 74 years,Both sexes,Border,12.9
1406,2013,70 - 74 years,Both sexes,West,14.3
1407,2013,70 - 74 years,Both sexes,Mid-West,15.3
1408,2013,70 - 74 years,Both sexes,South-East,13.5
1409,2013,70 - 74 years,Both sexes,South-West,21.4
1410,2013,70 - 74 years,Both sexes,Dublin,36.3
1411,2013,70 - 74 years,Both sexes,Mid-East,16.9
1412,2013,70 - 74 years,Both sexes,Midland,8.1
1413,2013,70 - 74 years,Male,State,67.4
1414,2013,70 - 74 years,Male,Border,6.6
1415,2013,70 - 74 years,Male,West,7.3
1416,2013,70 - 74 years,Male,Mid-West,7.6
1417,2013,70 - 74 years,Male,South-East,6.7
1418,2013,70 - 74 years,Male,South-West,10.3
1419,2013,70 - 74 years,Male,Dublin,16.7
1420,2013,70 - 74 years,Male,Mid-East,8.3
1421,2013,70 - 74 years,Male,Midland,4.0
1422,2013,70 - 74 years,Female,State,71.3
1423,2013,70 - 74 years,Female,Border,6.3
1424,2013,70 - 74 years,Female,West,7.1
1425,2013,70 - 74 years,Female,Mid-West,7.8
1426,2013,70 - 74 years,Female,South-East,6.7
1427,2013,70 - 74 years,Female,South-West,11.1
1428,2013,70 - 74 years,Female,Dublin,19.6
1429,2013,70 - 74 years,Female,Mid-East,8.6
1430,2013,70 - 74 years,Female,Midland,4.1
1431,2013,75 - 79 years,Both sexes,State,106.4
1432,2013,75 - 79 years,Both sexes,Border,9.9
1433,2013,75 - 79 years,Both sexes,West,11.1
1434,2013,75 - 79 years,Both sexes,Mid-West,11.7
1435,2013,75 - 79 years,Both sexes,South-East,10.1
1436,2013,75 - 79 years,Both sexes,South-West,16.6
1437,2013,75 - 79 years,Both sexes,Dublin,28.6
1438,2013,75 - 79 years,Both sexes,Mid-East,11.8
1439,2013,75 - 79 years,Both sexes,Midland,6.5
1440,2013,75 - 79 years,Male,State,49.2
1441,2013,75 - 79 years,Male,Border,4.7
1442,2013,75 - 79 years,Male,West,5.4
1443,2013,75 - 79 years,Male,Mid-West,5.6
1444,2013,75 - 79 years,Male,South-East,4.8
1445,2013,75 - 79 years,Male,South-West,7.7
1446,2013,75 - 79 years,Male,Dublin,12.3
1447,2013,75 - 79 years,Male,Mid-East,5.5
1448,2013,75 - 79 years,Male,Midland,3.1
1449,2013,75 - 79 years,Female,State,57.2
1450,2013,75 - 79 years,Female,Border,5.2
1451,2013,75 - 79 years,Female,West,5.7
1452,2013,75 - 79 years,Female,Mid-West,6.1
1453,2013,75 - 79 years,Female,South-East,5.3
1454,2013,75 - 79 years,Female,South-West,8.9
1455,2013,75 - 79 years,Female,Dublin,16.2
1456,2013,75 - 79 years,Female,Mid-East,6.3
1457,2013,75 - 79 years,Female,Midland,3.4
1458,2013,80 - 84 years,Both sexes,State,73.4
1459,2013,80 - 84 years,Both sexes,Border,7.2
1460,2013,80 - 84 years,Both sexes,West,8.0
1461,2013,80 - 84 years,Both sexes,Mid-West,8.1
1462,2013,80 - 84 years,Both sexes,South-East,6.8
1463,2013,80 - 84 years,Both sexes,South-West,11.6
1464,2013,80 - 84 years,Both sexes,Dublin,19.9
1465,2013,80 - 84 years,Both sexes,Mid-East,7.6
1466,2013,80 - 84 years,Both sexes,Midland,4.3
1467,2013,80 - 84 years,Male,State,30.8
1468,2013,80 - 84 years,Male,Border,3.2
1469,2013,80 - 84 years,Male,West,3.5
1470,2013,80 - 84 years,Male,Mid-West,3.5
1471,2013,80 - 84 years,Male,South-East,3.0
1472,2013,80 - 84 years,Male,South-West,4.8
1473,2013,80 - 84 years,Male,Dublin,7.8
1474,2013,80 - 84 years,Male,Mid-East,3.2
1475,2013,80 - 84 years,Male,Midland,1.9
1476,2013,80 - 84 years,Female,State,42.5
1477,2013,80 - 84 years,Female,Border,4.0
1478,2013,80 - 84 years,Female,West,4.5
1479,2013,80 - 84 years,Female,Mid-West,4.5
1480,2013,80 - 84 years,Female,South-East,3.8
1481,2013,80 - 84 years,Female,South-West,6.8
1482,2013,80 - 84 years,Female,Dublin,12.2
1483,2013,80 - 84 years,Female,Mid-East,4.4
1484,2013,80 - 84 years,Female,Midland,2.5
1485,2013,85 years and over,Both sexes,State,60.7
1486,2013,85 years and over,Both sexes,Border,6.5
1487,2013,85 years and over,Both sexes,West,7.2
1488,2013,85 years and over,Both sexes,Mid-West,6.5
1489,2013,85 years and over,Both sexes,South-East,5.5
1490,2013,85 years and over,Both sexes,South-West,9.1
1491,2013,85 years and over,Both sexes,Dublin,15.8
1492,2013,85 years and over,Both sexes,Mid-East,6.7
1493,2013,85 years and over,Both sexes,Midland,3.5
1494,2013,85 years and over,Male,State,19.3
1495,2013,85 years and over,Male,Border,2.2
1496,2013,85 years and over,Male,West,2.3
1497,2013,85 years and over,Male,Mid-West,2.1
1498,2013,85 years and over,Male,South-East,1.8
1499,2013,85 years and over,Male,South-West,2.8
1500,2013,85 years and over,Male,Dublin,4.9
1501,2013,85 years and over,Male,Mid-East,2.1
1502,2013,85 years and over,Male,Midland,1.2
1503,2013,85 years and over,Female,State,41.4
1504,2013,85 years and over,Female,Border,4.3
1505,2013,85 years and over,Female,West,4.8
1506,2013,85 years and over,Female,Mid-West,4.4
1507,2013,85 years and over,Female,South-East,3.7
1508,2013,85 years and over,Female,South-West,6.3
1509,2013,85 years and over,Female,Dublin,11.0
1510,2013,85 years and over,Female,Mid-East,4.6
1511,2013,85 years and over,Female,Midland,2.3
1512,2013,All ages,Both sexes,State,4614.7
1513,2013,All ages,Both sexes,Border,393.1
1514,2013,All ages,Both sexes,West,441.7
1515,2013,All ages,Both sexes,Mid-West,470.7
1516,2013,All ages,Both sexes,South-East,413.7
1517,2013,All ages,Both sexes,South-West,673.8
1518,2013,All ages,Both sexes,Dublin,1265.9
1519,2013,All ages,Both sexes,Mid-East,666.4
1520,2013,All ages,Both sexes,Midland,289.3
1521,2013,All ages,Male,State,2286.1
1522,2013,All ages,Male,Border,197.4
1523,2013,All ages,Male,West,220.5
1524,2013,All ages,Male,Mid-West,235.5
1525,2013,All ages,Male,South-East,206.3
1526,2013,All ages,Male,South-West,335.1
1527,2013,All ages,Male,Dublin,616.2
1528,2013,All ages,Male,Mid-East,330.6
1529,2013,All ages,Male,Midland,144.4
1530,2013,All ages,Female,State,2328.5
1531,2013,All ages,Female,Border,195.7
1532,2013,All ages,Female,West,221.2
1533,2013,All ages,Female,Mid-West,235.2
1534,2013,All ages,Female,South-East,207.4
1535,2013,All ages,Female,South-West,338.7
1536,2013,All ages,Female,Dublin,649.7
1537,2013,All ages,Female,Mid-East,335.8
1538,2013,All ages,Female,Midland,144.8
1539,2014,0 - 4 years,Both sexes,State,345.4
1540,2014,0 - 4 years,Both sexes,Border,29.3
1541,2014,0 - 4 years,Both sexes,West,31.9
1542,2014,0 - 4 years,Both sexes,Mid-West,33.3
1543,2014,0 - 4 years,Both sexes,South-East,30.3
1544,2014,0 - 4 years,Both sexes,South-West,49.0
1545,2014,0 - 4 years,Both sexes,Dublin,91.6
1546,2014,0 - 4 years,Both sexes,Mid-East,56.6
1547,2014,0 - 4 years,Both sexes,Midland,23.3
1548,2014,0 - 4 years,Male,State,176.0
1549,2014,0 - 4 years,Male,Border,15.0
1550,2014,0 - 4 years,Male,West,16.4
1551,2014,0 - 4 years,Male,Mid-West,16.9
1552,2014,0 - 4 years,Male,South-East,15.6
1553,2014,0 - 4 years,Male,South-West,25.2
1554,2014,0 - 4 years,Male,Dublin,46.5
1555,2014,0 - 4 years,Male,Mid-East,28.6
1556,2014,0 - 4 years,Male,Midland,11.9
1557,2014,0 - 4 years,Female,State,169.3
1558,2014,0 - 4 years,Female,Border,14.3
1559,2014,0 - 4 years,Female,West,15.5
1560,2014,0 - 4 years,Female,Mid-West,16.3
1561,2014,0 - 4 years,Female,South-East,14.7
1562,2014,0 - 4 years,Female,South-West,23.8
1563,2014,0 - 4 years,Female,Dublin,45.1
1564,2014,0 - 4 years,Female,Mid-East,28.1
1565,2014,0 - 4 years,Female,Midland,11.4
1566,2014,5 - 9 years,Both sexes,State,342.1
1567,2014,5 - 9 years,Both sexes,Border,29.9
1568,2014,5 - 9 years,Both sexes,West,32.1
1569,2014,5 - 9 years,Both sexes,Mid-West,34.7
1570,2014,5 - 9 years,Both sexes,South-East,31.2
1571,2014,5 - 9 years,Both sexes,South-West,48.7
1572,2014,5 - 9 years,Both sexes,Dublin,85.4
1573,2014,5 - 9 years,Both sexes,Mid-East,56.8
1574,2014,5 - 9 years,Both sexes,Midland,23.4
1575,2014,5 - 9 years,Male,State,175.1
1576,2014,5 - 9 years,Male,Border,15.4
1577,2014,5 - 9 years,Male,West,16.4
1578,2014,5 - 9 years,Male,Mid-West,17.7
1579,2014,5 - 9 years,Male,South-East,16.0
1580,2014,5 - 9 years,Male,South-West,24.7
1581,2014,5 - 9 years,Male,Dublin,43.7
1582,2014,5 - 9 years,Male,Mid-East,29.0
1583,2014,5 - 9 years,Male,Midland,12.0
1584,2014,5 - 9 years,Female,State,167.0
1585,2014,5 - 9 years,Female,Border,14.4
1586,2014,5 - 9 years,Female,West,15.7
1587,2014,5 - 9 years,Female,Mid-West,17.0
1588,2014,5 - 9 years,Female,South-East,15.1
1589,2014,5 - 9 years,Female,South-West,24.0
1590,2014,5 - 9 years,Female,Dublin,41.7
1591,2014,5 - 9 years,Female,Mid-East,27.8
1592,2014,5 - 9 years,Female,Midland,11.4
1593,2014,10 - 14 years,Both sexes,State,310.1
1594,2014,10 - 14 years,Both sexes,Border,28.1
1595,2014,10 - 14 years,Both sexes,West,29.9
1596,2014,10 - 14 years,Both sexes,Mid-West,32.0
1597,2014,10 - 14 years,Both sexes,South-East,29.6
1598,2014,10 - 14 years,Both sexes,South-West,44.3
1599,2014,10 - 14 years,Both sexes,Dublin,74.0
1600,2014,10 - 14 years,Both sexes,Mid-East,50.5
1601,2014,10 - 14 years,Both sexes,Midland,21.5
1602,2014,10 - 14 years,Male,State,158.4
1603,2014,10 - 14 years,Male,Border,14.3
1604,2014,10 - 14 years,Male,West,15.3
1605,2014,10 - 14 years,Male,Mid-West,16.1
1606,2014,10 - 14 years,Male,South-East,15.1
1607,2014,10 - 14 years,Male,South-West,22.9
1608,2014,10 - 14 years,Male,Dublin,37.9
1609,2014,10 - 14 years,Male,Mid-East,26.0
1610,2014,10 - 14 years,Male,Midland,10.9
1611,2014,10 - 14 years,Female,State,151.6
1612,2014,10 - 14 years,Female,Border,13.8
1613,2014,10 - 14 years,Female,West,14.7
1614,2014,10 - 14 years,Female,Mid-West,15.9
1615,2014,10 - 14 years,Female,South-East,14.5
1616,2014,10 - 14 years,Female,South-West,21.4
1617,2014,10 - 14 years,Female,Dublin,36.2
1618,2014,10 - 14 years,Female,Mid-East,24.6
1619,2014,10 - 14 years,Female,Midland,10.6
1620,2014,15 - 19 years,Both sexes,State,290.6
1621,2014,15 - 19 years,Both sexes,Border,26.6
1622,2014,15 - 19 years,Both sexes,West,28.0
1623,2014,15 - 19 years,Both sexes,Mid-West,31.1
1624,2014,15 - 19 years,Both sexes,South-East,26.7
1625,2014,15 - 19 years,Both sexes,South-West,43.2
1626,2014,15 - 19 years,Both sexes,Dublin,72.7
1627,2014,15 - 19 years,Both sexes,Mid-East,43.1
1628,2014,15 - 19 years,Both sexes,Midland,19.2
1629,2014,15 - 19 years,Male,State,149.1
1630,2014,15 - 19 years,Male,Border,13.6
1631,2014,15 - 19 years,Male,West,14.4
1632,2014,15 - 19 years,Male,Mid-West,15.9
1633,2014,15 - 19 years,Male,South-East,13.7
1634,2014,15 - 19 years,Male,South-West,22.2
1635,2014,15 - 19 years,Male,Dublin,37.6
1636,2014,15 - 19 years,Male,Mid-East,22.1
1637,2014,15 - 19 years,Male,Midland,9.7
1638,2014,15 - 19 years,Female,State,141.4
1639,2014,15 - 19 years,Female,Border,13.0
1640,2014,15 - 19 years,Female,West,13.6
1641,2014,15 - 19 years,Female,Mid-West,15.2
1642,2014,15 - 19 years,Female,South-East,13.0
1643,2014,15 - 19 years,Female,South-West,21.0
1644,2014,15 - 19 years,Female,Dublin,35.1
1645,2014,15 - 19 years,Female,Mid-East,21.0
1646,2014,15 - 19 years,Female,Midland,9.6
1647,2014,20 - 24 years,Both sexes,State,276.6
1648,2014,20 - 24 years,Both sexes,Border,20.4
1649,2014,20 - 24 years,Both sexes,West,25.7
1650,2014,20 - 24 years,Both sexes,Mid-West,28.1
1651,2014,20 - 24 years,Both sexes,South-East,21.7
1652,2014,20 - 24 years,Both sexes,South-West,41.3
1653,2014,20 - 24 years,Both sexes,Dublin,88.4
1654,2014,20 - 24 years,Both sexes,Mid-East,34.9
1655,2014,20 - 24 years,Both sexes,Midland,16.3
1656,2014,20 - 24 years,Male,State,139.4
1657,2014,20 - 24 years,Male,Border,9.8
1658,2014,20 - 24 years,Male,West,13.1
1659,2014,20 - 24 years,Male,Mid-West,14.3
1660,2014,20 - 24 years,Male,South-East,11.0
1661,2014,20 - 24 years,Male,South-West,21.5
1662,2014,20 - 24 years,Male,Dublin,44.6
1663,2014,20 - 24 years,Male,Mid-East,17.2
1664,2014,20 - 24 years,Male,Midland,7.9
1665,2014,20 - 24 years,Female,State,137.3
1666,2014,20 - 24 years,Female,Border,10.6
1667,2014,20 - 24 years,Female,West,12.6
1668,2014,20 - 24 years,Female,Mid-West,13.7
1669,2014,20 - 24 years,Female,South-East,10.7
1670,2014,20 - 24 years,Female,South-West,19.8
1671,2014,20 - 24 years,Female,Dublin,43.8
1672,2014,20 - 24 years,Female,Mid-East,17.7
1673,2014,20 - 24 years,Female,Midland,8.4
1674,2014,25 - 29 years,Both sexes,State,305.9
1675,2014,25 - 29 years,Both sexes,Border,22.1
1676,2014,25 - 29 years,Both sexes,West,24.4
1677,2014,25 - 29 years,Both sexes,Mid-West,27.3
1678,2014,25 - 29 years,Both sexes,South-East,24.4
1679,2014,25 - 29 years,Both sexes,South-West,41.4
1680,2014,25 - 29 years,Both sexes,Dublin,110.4
1681,2014,25 - 29 years,Both sexes,Mid-East,38.3
1682,2014,25 - 29 years,Both sexes,Midland,17.5
1683,2014,25 - 29 years,Male,State,147.2
1684,2014,25 - 29 years,Male,Border,11.1
1685,2014,25 - 29 years,Male,West,12.2
1686,2014,25 - 29 years,Male,Mid-West,13.3
1687,2014,25 - 29 years,Male,South-East,11.7
1688,2014,25 - 29 years,Male,South-West,19.6
1689,2014,25 - 29 years,Male,Dublin,52.6
1690,2014,25 - 29 years,Male,Mid-East,18.2
1691,2014,25 - 29 years,Male,Midland,8.4
1692,2014,25 - 29 years,Female,State,158.7
1693,2014,25 - 29 years,Female,Border,11.0
1694,2014,25 - 29 years,Female,West,12.1
1695,2014,25 - 29 years,Female,Mid-West,14.0
1696,2014,25 - 29 years,Female,South-East,12.7
1697,2014,25 - 29 years,Female,South-West,21.8
1698,2014,25 - 29 years,Female,Dublin,57.8
1699,2014,25 - 29 years,Female,Mid-East,20.1
1700,2014,25 - 29 years,Female,Midland,9.2
1701,2014,30 - 34 years,Both sexes,State,382.5
1702,2014,30 - 34 years,Both sexes,Border,28.0
1703,2014,30 - 34 years,Both sexes,West,32.9
1704,2014,30 - 34 years,Both sexes,Mid-West,34.9
1705,2014,30 - 34 years,Both sexes,South-East,30.5
1706,2014,30 - 34 years,Both sexes,South-West,53.4
1707,2014,30 - 34 years,Both sexes,Dublin,127.2
1708,2014,30 - 34 years,Both sexes,Mid-East,53.2
1709,2014,30 - 34 years,Both sexes,Midland,22.4
1710,2014,30 - 34 years,Male,State,184.9
1711,2014,30 - 34 years,Male,Border,13.7
1712,2014,30 - 34 years,Male,West,15.7
1713,2014,30 - 34 years,Male,Mid-West,17.0
1714,2014,30 - 34 years,Male,South-East,14.9
1715,2014,30 - 34 years,Male,South-West,25.8
1716,2014,30 - 34 years,Male,Dublin,61.5
1717,2014,30 - 34 years,Male,Mid-East,25.4
1718,2014,30 - 34 years,Male,Midland,10.8
1719,2014,30 - 34 years,Female,State,197.6
1720,2014,30 - 34 years,Female,Border,14.3
1721,2014,30 - 34 years,Female,West,17.1
1722,2014,30 - 34 years,Female,Mid-West,17.8
1723,2014,30 - 34 years,Female,South-East,15.7
1724,2014,30 - 34 years,Female,South-West,27.6
1725,2014,30 - 34 years,Female,Dublin,65.7
1726,2014,30 - 34 years,Female,Mid-East,27.7
1727,2014,30 - 34 years,Female,Midland,11.6
1728,2014,35 - 39 years,Both sexes,State,371.6
1729,2014,35 - 39 years,Both sexes,Border,28.8
1730,2014,35 - 39 years,Both sexes,West,32.8
1731,2014,35 - 39 years,Both sexes,Mid-West,35.3
1732,2014,35 - 39 years,Both sexes,South-East,31.7
1733,2014,35 - 39 years,Both sexes,South-West,53.9
1734,2014,35 - 39 years,Both sexes,Dublin,110.5
1735,2014,35 - 39 years,Both sexes,Mid-East,56.4
1736,2014,35 - 39 years,Both sexes,Midland,22.2
1737,2014,35 - 39 years,Male,State,183.8
1738,2014,35 - 39 years,Male,Border,14.4
1739,2014,35 - 39 years,Male,West,16.3
1740,2014,35 - 39 years,Male,Mid-West,17.6
1741,2014,35 - 39 years,Male,South-East,15.6
1742,2014,35 - 39 years,Male,South-West,26.8
1743,2014,35 - 39 years,Male,Dublin,54.6
1744,2014,35 - 39 years,Male,Mid-East,27.5
1745,2014,35 - 39 years,Male,Midland,11.0
1746,2014,35 - 39 years,Female,State,187.8
1747,2014,35 - 39 years,Female,Border,14.4
1748,2014,35 - 39 years,Female,West,16.5
1749,2014,35 - 39 years,Female,Mid-West,17.7
1750,2014,35 - 39 years,Female,South-East,16.1
1751,2014,35 - 39 years,Female,South-West,27.1
1752,2014,35 - 39 years,Female,Dublin,55.9
1753,2014,35 - 39 years,Female,Mid-East,29.0
1754,2014,35 - 39 years,Female,Midland,11.2
1755,2014,40 - 44 years,Both sexes,State,347.4
1756,2014,40 - 44 years,Both sexes,Border,28.0
1757,2014,40 - 44 years,Both sexes,West,32.0
1758,2014,40 - 44 years,Both sexes,Mid-West,34.7
1759,2014,40 - 44 years,Both sexes,South-East,30.9
1760,2014,40 - 44 years,Both sexes,South-West,50.5
1761,2014,40 - 44 years,Both sexes,Dublin,94.9
1762,2014,40 - 44 years,Both sexes,Mid-East,54.9
1763,2014,40 - 44 years,Both sexes,Midland,21.5
1764,2014,40 - 44 years,Male,State,172.9
1765,2014,40 - 44 years,Male,Border,14.0
1766,2014,40 - 44 years,Male,West,15.9
1767,2014,40 - 44 years,Male,Mid-West,17.3
1768,2014,40 - 44 years,Male,South-East,15.4
1769,2014,40 - 44 years,Male,South-West,25.3
1770,2014,40 - 44 years,Male,Dublin,47.0
1771,2014,40 - 44 years,Male,Mid-East,27.3
1772,2014,40 - 44 years,Male,Midland,10.7
1773,2014,40 - 44 years,Female,State,174.4
1774,2014,40 - 44 years,Female,Border,13.9
1775,2014,40 - 44 years,Female,West,16.1
1776,2014,40 - 44 years,Female,Mid-West,17.5
1777,2014,40 - 44 years,Female,South-East,15.5
1778,2014,40 - 44 years,Female,South-West,25.2
1779,2014,40 - 44 years,Female,Dublin,47.9
1780,2014,40 - 44 years,Female,Mid-East,27.6
1781,2014,40 - 44 years,Female,Midland,10.8
1782,2014,45 - 49 years,Both sexes,State,312.6
1783,2014,45 - 49 years,Both sexes,Border,26.7
1784,2014,45 - 49 years,Both sexes,West,30.1
1785,2014,45 - 49 years,Both sexes,Mid-West,32.3
1786,2014,45 - 49 years,Both sexes,South-East,28.9
1787,2014,45 - 49 years,Both sexes,South-West,46.2
1788,2014,45 - 49 years,Both sexes,Dublin,80.2
1789,2014,45 - 49 years,Both sexes,Mid-East,48.3
1790,2014,45 - 49 years,Both sexes,Midland,19.9
1791,2014,45 - 49 years,Male,State,156.1
1792,2014,45 - 49 years,Male,Border,13.4
1793,2014,45 - 49 years,Male,West,15.2
1794,2014,45 - 49 years,Male,Mid-West,16.2
1795,2014,45 - 49 years,Male,South-East,14.5
1796,2014,45 - 49 years,Male,South-West,23.2
1797,2014,45 - 49 years,Male,Dublin,39.2
1798,2014,45 - 49 years,Male,Mid-East,24.2
1799,2014,45 - 49 years,Male,Midland,10.1
1800,2014,45 - 49 years,Female,State,156.5
1801,2014,45 - 49 years,Female,Border,13.2
1802,2014,45 - 49 years,Female,West,14.9
1803,2014,45 - 49 years,Female,Mid-West,16.1
1804,2014,45 - 49 years,Female,South-East,14.4
1805,2014,45 - 49 years,Female,South-West,23.0
1806,2014,45 - 49 years,Female,Dublin,41.0
1807,2014,45 - 49 years,Female,Mid-East,24.1
1808,2014,45 - 49 years,Female,Midland,9.8
1809,2014,50 - 54 years,Both sexes,State,289.2
1810,2014,50 - 54 years,Both sexes,Border,24.9
1811,2014,50 - 54 years,Both sexes,West,28.4
1812,2014,50 - 54 years,Both sexes,Mid-West,30.2
1813,2014,50 - 54 years,Both sexes,South-East,27.0
1814,2014,50 - 54 years,Both sexes,South-West,43.5
1815,2014,50 - 54 years,Both sexes,Dublin,75.4
1816,2014,50 - 54 years,Both sexes,Mid-East,41.9
1817,2014,50 - 54 years,Both sexes,Midland,17.9
1818,2014,50 - 54 years,Male,State,143.4
1819,2014,50 - 54 years,Male,Border,12.4
1820,2014,50 - 54 years,Male,West,14.2
1821,2014,50 - 54 years,Male,Mid-West,15.1
1822,2014,50 - 54 years,Male,South-East,13.4
1823,2014,50 - 54 years,Male,South-West,21.8
1824,2014,50 - 54 years,Male,Dublin,36.6
1825,2014,50 - 54 years,Male,Mid-East,20.8
1826,2014,50 - 54 years,Male,Midland,9.1
1827,2014,50 - 54 years,Female,State,145.8
1828,2014,50 - 54 years,Female,Border,12.5
1829,2014,50 - 54 years,Female,West,14.2
1830,2014,50 - 54 years,Female,Mid-West,15.1
1831,2014,50 - 54 years,Female,South-East,13.6
1832,2014,50 - 54 years,Female,South-West,21.7
1833,2014,50 - 54 years,Female,Dublin,38.8
1834,2014,50 - 54 years,Female,Mid-East,21.1
1835,2014,50 - 54 years,Female,Midland,8.8
1836,2014,55 - 59 years,Both sexes,State,255.7
1837,2014,55 - 59 years,Both sexes,Border,22.6
1838,2014,55 - 59 years,Both sexes,West,26.8
1839,2014,55 - 59 years,Both sexes,Mid-West,27.6
1840,2014,55 - 59 years,Both sexes,South-East,23.7
1841,2014,55 - 59 years,Both sexes,South-West,38.7
1842,2014,55 - 59 years,Both sexes,Dublin,65.2
1843,2014,55 - 59 years,Both sexes,Mid-East,35.3
1844,2014,55 - 59 years,Both sexes,Midland,15.8
1845,2014,55 - 59 years,Male,State,127.2
1846,2014,55 - 59 years,Male,Border,11.3
1847,2014,55 - 59 years,Male,West,13.5
1848,2014,55 - 59 years,Male,Mid-West,13.9
1849,2014,55 - 59 years,Male,South-East,12.0
1850,2014,55 - 59 years,Male,South-West,19.4
1851,2014,55 - 59 years,Male,Dublin,31.3
1852,2014,55 - 59 years,Male,Mid-East,17.6
1853,2014,55 - 59 years,Male,Midland,8.1
1854,2014,55 - 59 years,Female,State,128.5
1855,2014,55 - 59 years,Female,Border,11.3
1856,2014,55 - 59 years,Female,West,13.3
1857,2014,55 - 59 years,Female,Mid-West,13.7
1858,2014,55 - 59 years,Female,South-East,11.7
1859,2014,55 - 59 years,Female,South-West,19.3
1860,2014,55 - 59 years,Female,Dublin,33.9
1861,2014,55 - 59 years,Female,Mid-East,17.7
1862,2014,55 - 59 years,Female,Midland,7.7
1863,2014,60 - 64 years,Both sexes,State,226.4
1864,2014,60 - 64 years,Both sexes,Border,20.8
1865,2014,60 - 64 years,Both sexes,West,23.8
1866,2014,60 - 64 years,Both sexes,Mid-West,25.0
1867,2014,60 - 64 years,Both sexes,South-East,21.1
1868,2014,60 - 64 years,Both sexes,South-West,34.4
1869,2014,60 - 64 years,Both sexes,Dublin,57.5
