year,age_group,gender,kvalue
1968,50 - 54 years,Both sexes,162.2
1968,50 - 54 years,Male,82.4
1968,50 - 54 years,Female,79.8
1968,55 - 59 years,Both sexes,149.6
1968,55 - 59 years,Male,76.6
1968,55 - 59 years,Female,73.0
1968,60 - 64 years,Both sexes,127.4
1968,60 - 64 years,Male,64.0
1968,60 - 64 years,Female,63.4
1968,65 - 69 years,Both sexes,113.0
1968,65 - 69 years,Male,54.7
1968,65 - 69 years,Female,58.3
1968,65 years and over,Both sexes,324.9
1968,65 years and over,Male,149.9
1968,65 years and over,Female,175.0
1968,70 - 74 years,Both sexes,93.4
1968,70 - 74 years,Male,43.1
1968,70 - 74 years,Female,50.3
1968,75 - 79 years,Both sexes,62.2
1968,75 - 79 years,Male,28.3
1968,75 - 79 years,Female,33.9
1968,80 - 84 years,Both sexes,35.8
1968,80 - 84 years,Male,15.7
1968,80 - 84 years,Female,20.1
1968,85 years and over,Both sexes,20.5
1968,85 years and over,Male,8.1
1968,85 years and over,Female,12.4
1968,All ages,Both sexes,2912.2
1968,All ages,Male,1463.5
1968,All ages,Female,1448.7
1969,0 - 4 years,Both sexes,313.9
1969,0 - 4 years,Male,160.6
1969,0 - 4 years,Female,153.3
1969,0 - 14 years,Both sexes,913.3
1969,0 - 14 years,Male,466.3
1969,0 - 14 years,Female,447.0
1969,5 - 9 years,Both sexes,307.8
1969,5 - 9 years,Male,157.1
1969,5 - 9 years,Female,150.7
1969,10 - 14 years,Both sexes,291.6
1969,10 - 14 years,Male,148.6
1969,10 - 14 years,Female,143.0
1969,15 - 19 years,Both sexes,262.9
1969,15 - 19 years,Male,134.7
1969,15 - 19 years,Female,128.2
1969,15 - 24 years,Both sexes,464.9
1969,15 - 24 years,Male,237.9
1969,15 - 24 years,Female,227.0
1969,15 years and over,Both sexes,2011.9
1969,15 years and over,Male,1003.7
1969,15 years and over,Female,1008.2
1969,20 - 24 years,Both sexes,202.0
1969,20 - 24 years,Male,103.2
1969,20 - 24 years,Female,98.8
1969,25 - 29 years,Both sexes,162.5
1969,25 - 29 years,Male,82.2
1969,25 - 29 years,Female,80.3
1969,25 - 44 years,Both sexes,618.1
1969,25 - 44 years,Male,311.0
1969,25 - 44 years,Female,307.1
1969,30 - 34 years,Both sexes,148.7
1969,30 - 34 years,Male,75.2
1969,30 - 34 years,Female,73.5
1969,35 - 39 years,Both sexes,150.6
1969,35 - 39 years,Male,75.7
1969,35 - 39 years,Female,74.9
1969,40 - 44 years,Both sexes,156.3
1969,40 - 44 years,Male,77.9
1969,40 - 44 years,Female,78.4
1969,45 - 49 years,Both sexes,162.0
1969,45 - 49 years,Male,80.9
1969,45 - 49 years,Female,81.1
1969,45 - 64 years,Both sexes,602.9
1969,45 - 64 years,Male,304.6
1969,45 - 64 years,Female,298.3
1969,50 - 54 years,Both sexes,160.7
1969,50 - 54 years,Male,81.4
1969,50 - 54 years,Female,79.3
1969,55 - 59 years,Both sexes,150.9
1969,55 - 59 years,Male,77.1
1969,55 - 59 years,Female,73.8
1969,60 - 64 years,Both sexes,129.3
1969,60 - 64 years,Male,65.2
1969,60 - 64 years,Female,64.1
1969,65 - 69 years,Both sexes,112.3
1969,65 - 69 years,Male,54.6
1969,65 - 69 years,Female,57.7
1969,65 years and over,Both sexes,326.0
1969,65 years and over,Male,150.2
1969,65 years and over,Female,175.8
1969,70 - 74 years,Both sexes,95.0
1969,70 - 74 years,Male,43.5
1969,70 - 74 years,Female,51.5
1969,75 - 79 years,Both sexes,62.0
1969,75 - 79 years,Male,28.2
1969,75 - 79 years,Female,33.8
1969,80 - 84 years,Both sexes,36.0
1969,80 - 84 years,Male,15.8
1969,80 - 84 years,Female,20.2
1969,85 years and over,Both sexes,20.7
1969,85 years and over,Male,8.1
1969,85 years and over,Female,12.6
1969,All ages,Both sexes,2925.2
1969,All ages,Male,1470.0
1969,All ages,Female,1455.2
1970,0 - 4 years,Both sexes,314.4
1970,0 - 4 years,Male,161.1
1970,0 - 4 years,Female,153.3
1970,0 - 14 years,Both sexes,921.2
1970,0 - 14 years,Male,470.6
1970,0 - 14 years,Female,450.6
1970,5 - 9 years,Both sexes,312.0
1970,5 - 9 years,Male,159.3
1970,5 - 9 years,Female,152.7
1970,10 - 14 years,Both sexes,294.8
1970,10 - 14 years,Male,150.2
1970,10 - 14 years,Female,144.6
1970,15 - 19 years,Both sexes,264.9
1970,15 - 19 years,Male,135.5
1970,15 - 19 years,Female,129.4
1970,15 - 24 years,Both sexes,473.4
1970,15 - 24 years,Male,242.1
1970,15 - 24 years,Female,231.3
1970,15 years and over,Both sexes,2028.7
1970,15 years and over,Male,1011.3
1970,15 years and over,Female,1017.4
1970,20 - 24 years,Both sexes,208.5
1970,20 - 24 years,Male,106.6
1970,20 - 24 years,Female,101.9
1970,25 - 29 years,Both sexes,167.5
1970,25 - 29 years,Male,84.8
1970,25 - 29 years,Female,82.7
1970,25 - 44 years,Both sexes,621.7
1970,25 - 44 years,Male,313.5
1970,25 - 44 years,Female,308.2
1970,30 - 34 years,Both sexes,149.9
1970,30 - 34 years,Male,76.0
1970,30 - 34 years,Female,73.9
1970,35 - 39 years,Both sexes,149.8
1970,35 - 39 years,Male,75.5
1970,35 - 39 years,Female,74.3
1970,40 - 44 years,Both sexes,154.5
1970,40 - 44 years,Male,77.2
1970,40 - 44 years,Female,77.3
1970,45 - 49 years,Both sexes,160.9
1970,45 - 49 years,Male,80.1
1970,45 - 49 years,Female,80.8
1970,45 - 64 years,Both sexes,605.1
1970,45 - 64 years,Male,305.1
1970,45 - 64 years,Female,300.0
1970,50 - 54 years,Both sexes,159.8
1970,50 - 54 years,Male,80.7
1970,50 - 54 years,Female,79.1
1970,55 - 59 years,Both sexes,152.8
1970,55 - 59 years,Male,77.7
1970,55 - 59 years,Female,75.1
1970,60 - 64 years,Both sexes,131.6
1970,60 - 64 years,Male,66.6
1970,60 - 64 years,Female,65.0
1970,65 - 69 years,Both sexes,112.2
1970,65 - 69 years,Male,54.6
1970,65 - 69 years,Female,57.6
1970,65 years and over,Both sexes,328.5
1970,65 years and over,Male,150.6
1970,65 years and over,Female,177.9
1970,70 - 74 years,Both sexes,97.0
1970,70 - 74 years,Male,44.0
1970,70 - 74 years,Female,53.0
1970,75 - 79 years,Both sexes,62.1
1970,75 - 79 years,Male,28.1
1970,75 - 79 years,Female,34.0
1970,80 - 84 years,Both sexes,36.3
1970,80 - 84 years,Male,15.7
1970,80 - 84 years,Female,20.6
1970,85 years and over,Both sexes,20.9
1970,85 years and over,Male,8.2
1970,85 years and over,Female,12.7
1970,All ages,Both sexes,2949.9
1970,All ages,Male,1481.9
1970,All ages,Female,1468.0
1971,0 - 4 years,Both sexes,315.6
1971,0 - 4 years,Male,161.8
1971,0 - 4 years,Female,153.8
1971,0 - 14 years,Both sexes,931.2
1971,0 - 14 years,Male,475.8
1971,0 - 14 years,Female,455.4
1971,5 - 9 years,Both sexes,316.9
1971,5 - 9 years,Male,161.8
1971,5 - 9 years,Female,155.1
1971,10 - 14 years,Both sexes,298.6
1971,10 - 14 years,Male,152.1
1971,10 - 14 years,Female,146.4
1971,15 - 19 years,Both sexes,267.7
1971,15 - 19 years,Male,136.8
1971,15 - 19 years,Female,131.0
1971,15 - 24 years,Both sexes,483.0
1971,15 - 24 years,Male,246.7
1971,15 - 24 years,Female,236.2
1971,15 years and over,Both sexes,2047.1
1971,15 years and over,Male,1020.0
1971,15 years and over,Female,1027.1
1971,20 - 24 years,Both sexes,215.3
1971,20 - 24 years,Male,110.0
1971,20 - 24 years,Female,105.3
1971,25 - 29 years,Both sexes,173.0
1971,25 - 29 years,Male,87.7
1971,25 - 29 years,Female,85.3
1971,25 - 44 years,Both sexes,626.2
1971,25 - 44 years,Male,316.5
1971,25 - 44 years,Female,309.7
1971,30 - 34 years,Both sexes,151.4
1971,30 - 34 years,Male,76.8
1971,30 - 34 years,Female,74.5
1971,35 - 39 years,Both sexes,149.1
1971,35 - 39 years,Male,75.5
1971,35 - 39 years,Female,73.6
1971,40 - 44 years,Both sexes,152.7
1971,40 - 44 years,Male,76.4
1971,40 - 44 years,Female,76.3
1971,45 - 49 years,Both sexes,160.1
1971,45 - 49 years,Male,79.5
1971,45 - 49 years,Female,80.6
1971,45 - 64 years,Both sexes,608.1
1971,45 - 64 years,Male,306.1
1971,45 - 64 years,Female,302.0
1971,50 - 54 years,Both sexes,159.1
1971,50 - 54 years,Male,80.0
1971,50 - 54 years,Female,79.0
1971,55 - 59 years,Both sexes,154.8
1971,55 - 59 years,Male,78.4
1971,55 - 59 years,Female,76.4
1971,60 - 64 years,Both sexes,134.1
1971,60 - 64 years,Male,68.1
1971,60 - 64 years,Female,65.9
1971,65 - 69 years,Both sexes,111.8
1971,65 - 69 years,Male,54.5
1971,65 - 69 years,Female,57.3
1971,65 years and over,Both sexes,329.8
1971,65 years and over,Male,150.6
1971,65 years and over,Female,179.2
1971,70 - 74 years,Both sexes,99.0
1971,70 - 74 years,Male,44.6
1971,70 - 74 years,Female,54.4
1971,75 - 79 years,Both sexes,61.8
1971,75 - 79 years,Male,27.8
1971,75 - 79 years,Female,34.0
1971,80 - 84 years,Both sexes,36.4
1971,80 - 84 years,Male,15.7
1971,80 - 84 years,Female,20.7
1971,85 years and over,Both sexes,20.9
1971,85 years and over,Male,8.1
1971,85 years and over,Female,12.8
1971,All ages,Both sexes,2978.2
1971,All ages,Male,1495.8
1971,All ages,Female,1482.5
1972,0 - 4 years,Both sexes,319.1
1972,0 - 4 years,Male,163.6
1972,0 - 4 years,Female,155.5
1972,0 - 14 years,Both sexes,943.1
1972,0 - 14 years,Male,482.0
1972,0 - 14 years,Female,461.0
1972,5 - 9 years,Both sexes,320.9
1972,5 - 9 years,Male,163.9
1972,5 - 9 years,Female,157.0
1972,10 - 14 years,Both sexes,303.0
1972,10 - 14 years,Male,154.5
1972,10 - 14 years,Female,148.5
1972,15 - 19 years,Both sexes,273.5
1972,15 - 19 years,Male,139.7
1972,15 - 19 years,Female,133.8
1972,15 - 24 years,Both sexes,494.7
1972,15 - 24 years,Male,252.7
1972,15 - 24 years,Female,242.0
1972,15 years and over,Both sexes,2081.6
1972,15 years and over,Male,1037.0
1972,15 years and over,Female,1044.3
1972,20 - 24 years,Both sexes,221.2
1972,20 - 24 years,Male,113.0
1972,20 - 24 years,Female,108.2
1972,25 - 29 years,Both sexes,180.7
1972,25 - 29 years,Male,91.6
1972,25 - 29 years,Female,89.0
1972,25 - 44 years,Both sexes,646.0
1972,25 - 44 years,Male,327.0
1972,25 - 44 years,Female,318.9
1972,30 - 34 years,Both sexes,159.2
1972,30 - 34 years,Male,80.9
1972,30 - 34 years,Female,78.3
1972,35 - 39 years,Both sexes,152.5
1972,35 - 39 years,Male,77.4
1972,35 - 39 years,Female,75.1
1972,40 - 44 years,Both sexes,153.6
1972,40 - 44 years,Male,77.1
1972,40 - 44 years,Female,76.5
1972,45 - 49 years,Both sexes,159.4
1972,45 - 49 years,Male,79.4
1972,45 - 49 years,Female,80.0
1972,45 - 64 years,Both sexes,607.3
1972,45 - 64 years,Male,305.3
1972,45 - 64 years,Female,301.9
1972,50 - 54 years,Both sexes,158.4
1972,50 - 54 years,Male,79.6
1972,50 - 54 years,Female,78.8
1972,55 - 59 years,Both sexes,154.9
1972,55 - 59 years,Male,78.2
1972,55 - 59 years,Female,76.7
1972,60 - 64 years,Both sexes,134.6
1972,60 - 64 years,Male,68.1
1972,60 - 64 years,Female,66.4
1972,65 - 69 years,Both sexes,114.3
1972,65 - 69 years,Male,55.7
1972,65 - 69 years,Female,58.6
1972,65 years and over,Both sexes,333.6
1972,65 years and over,Male,152.0
1972,65 years and over,Female,181.5
1972,70 - 74 years,Both sexes,99.0
1972,70 - 74 years,Male,44.7
1972,70 - 74 years,Female,54.2
1972,75 - 79 years,Both sexes,62.6
1972,75 - 79 years,Male,27.9
1972,75 - 79 years,Female,34.7
1972,80 - 84 years,Both sexes,36.6
1972,80 - 84 years,Male,15.6
1972,80 - 84 years,Female,21.0
1972,85 years and over,Both sexes,21.1
1972,85 years and over,Male,8.1
1972,85 years and over,Female,13.0
1972,All ages,Both sexes,3024.4
1972,All ages,Male,1519.1
1972,All ages,Female,1505.3
1973,0 - 4 years,Both sexes,322.9
1973,0 - 4 years,Male,165.5
1973,0 - 4 years,Female,157.4
1973,0 - 14 years,Both sexes,955.5
1973,0 - 14 years,Male,488.6
1973,0 - 14 years,Female,467.0
1973,5 - 9 years,Both sexes,325.0
1973,5 - 9 years,Male,166.1
1973,5 - 9 years,Female,158.9
1973,10 - 14 years,Both sexes,307.7
1973,10 - 14 years,Male,157.0
1973,10 - 14 years,Female,150.7
1973,15 - 19 years,Both sexes,279.5
1973,15 - 19 years,Male,142.8
1973,15 - 19 years,Female,136.7
1973,15 - 24 years,Both sexes,506.9
1973,15 - 24 years,Male,258.9
1973,15 - 24 years,Female,248.0
1973,15 years and over,Both sexes,2117.4
1973,15 years and over,Male,1055.0
1973,15 years and over,Female,1062.4
1973,20 - 24 years,Both sexes,227.4
1973,20 - 24 years,Male,116.1
1973,20 - 24 years,Female,111.3
1973,25 - 29 years,Both sexes,188.6
1973,25 - 29 years,Male,95.7
1973,25 - 29 years,Female,92.9
1973,25 - 44 years,Both sexes,666.6
1973,25 - 44 years,Male,337.9
1973,25 - 44 years,Female,328.6
1973,30 - 34 years,Both sexes,167.3
1973,30 - 34 years,Male,85.1
1973,30 - 34 years,Female,82.2
1973,35 - 39 years,Both sexes,156.1
1973,35 - 39 years,Male,79.3
1973,35 - 39 years,Female,76.7
1973,40 - 44 years,Both sexes,154.6
1973,40 - 44 years,Male,77.8
1973,40 - 44 years,Female,76.8
1973,45 - 49 years,Both sexes,158.6
1973,45 - 49 years,Male,79.3
1973,45 - 49 years,Female,79.4
1973,45 - 64 years,Both sexes,606.3
1973,45 - 64 years,Male,304.6
1973,45 - 64 years,Female,301.8
1973,50 - 54 years,Both sexes,157.7
1973,50 - 54 years,Male,79.1
1973,50 - 54 years,Female,78.5
1973,55 - 59 years,Both sexes,154.9
1973,55 - 59 years,Male,78.0
1973,55 - 59 years,Female,76.9
1973,60 - 64 years,Both sexes,135.1
1973,60 - 64 years,Male,68.2
1973,60 - 64 years,Female,67.0
1973,65 - 69 years,Both sexes,117.0
1973,65 - 69 years,Male,57.0
1973,65 - 69 years,Female,60.0
1973,65 years and over,Both sexes,337.6
1973,65 years and over,Male,153.6
1973,65 years and over,Female,184.0
1973,70 - 74 years,Both sexes,99.0
1973,70 - 74 years,Male,44.9
1973,70 - 74 years,Female,54.1
1973,75 - 79 years,Both sexes,63.5
1973,75 - 79 years,Male,28.1
1973,75 - 79 years,Female,35.4
1973,80 - 84 years,Both sexes,36.8
1973,80 - 84 years,Male,15.5
1973,80 - 84 years,Female,21.3
1973,85 years and over,Both sexes,21.3
1973,85 years and over,Male,8.1
1973,85 years and over,Female,13.2
1973,All ages,Both sexes,3073.0
1973,All ages,Male,1543.7
1973,All ages,Female,1529.3
1974,0 - 4 years,Both sexes,326.7
1974,0 - 4 years,Male,167.4
1974,0 - 4 years,Female,159.3
1974,0 - 14 years,Both sexes,968.8
1974,0 - 14 years,Male,495.5
1974,0 - 14 years,Female,473.3
1974,5 - 9 years,Both sexes,329.4
1974,5 - 9 years,Male,168.4
1974,5 - 9 years,Female,161.0
1974,10 - 14 years,Both sexes,312.7
1974,10 - 14 years,Male,159.7
1974,10 - 14 years,Female,153.0
1974,15 - 19 years,Both sexes,285.8
1974,15 - 19 years,Male,146.0
1974,15 - 19 years,Female,139.8
1974,15 - 24 years,Both sexes,519.6
1974,15 - 24 years,Male,265.4
1974,15 - 24 years,Female,254.3
1974,15 years and over,Both sexes,2155.0
1974,15 years and over,Male,1073.8
1974,15 years and over,Female,1080.9
1974,20 - 24 years,Both sexes,233.8
1974,20 - 24 years,Male,119.4
1974,20 - 24 years,Female,114.5
1974,25 - 29 years,Both sexes,196.9
1974,25 - 29 years,Male,99.9
1974,25 - 29 years,Female,97.0
1974,25 - 44 years,Both sexes,688.1
1974,25 - 44 years,Male,349.3
1974,25 - 44 years,Female,338.6
1974,30 - 34 years,Both sexes,175.8
1974,30 - 34 years,Male,89.5
1974,30 - 34 years,Female,86.2
1974,35 - 39 years,Both sexes,159.8
1974,35 - 39 years,Male,81.4
1974,35 - 39 years,Female,78.4
1974,40 - 44 years,Both sexes,155.6
1974,40 - 44 years,Male,78.5
1974,40 - 44 years,Female,77.0
1974,45 - 49 years,Both sexes,157.9
1974,45 - 49 years,Male,79.2
1974,45 - 49 years,Female,78.7
1974,45 - 64 years,Both sexes,605.6
1974,45 - 64 years,Male,303.9
1974,45 - 64 years,Female,301.7
1974,50 - 54 years,Both sexes,157.0
1974,50 - 54 years,Male,78.7
1974,50 - 54 years,Female,78.3
1974,55 - 59 years,Both sexes,155.0
1974,55 - 59 years,Male,77.8
1974,55 - 59 years,Female,77.2
1974,60 - 64 years,Both sexes,135.7
1974,60 - 64 years,Male,68.2
1974,60 - 64 years,Female,67.5
1974,65 - 69 years,Both sexes,119.8
1974,65 - 69 years,Male,58.3
1974,65 - 69 years,Female,61.4
1974,65 years and over,Both sexes,341.7
1974,65 years and over,Male,155.2
1974,65 years and over,Female,186.3
1974,70 - 74 years,Both sexes,99.0
1974,70 - 74 years,Male,45.1
1974,70 - 74 years,Female,53.9
1974,75 - 79 years,Both sexes,64.4
1974,75 - 79 years,Male,28.3
1974,75 - 79 years,Female,36.1
1974,80 - 84 years,Both sexes,37.0
1974,80 - 84 years,Male,15.4
1974,80 - 84 years,Female,21.6
1974,85 years and over,Both sexes,21.5
1974,85 years and over,Male,8.1
1974,85 years and over,Female,13.3
1974,All ages,Both sexes,3123.9
1974,All ages,Male,1569.5
1974,All ages,Female,1554.4
1975,0 - 4 years,Both sexes,330.8
1975,0 - 4 years,Male,169.5
1975,0 - 4 years,Female,161.3
1975,0 - 14 years,Both sexes,982.7
1975,0 - 14 years,Male,502.9
1975,0 - 14 years,Female,479.8
1975,5 - 9 years,Both sexes,334.0
1975,5 - 9 years,Male,170.9
1975,5 - 9 years,Female,163.1
1975,10 - 14 years,Both sexes,317.9
1975,10 - 14 years,Male,162.5
1975,10 - 14 years,Female,155.4
1975,15 - 19 years,Both sexes,292.4
1975,15 - 19 years,Male,149.4
1975,15 - 19 years,Female,143.0
1975,15 - 24 years,Both sexes,533.0
1975,15 - 24 years,Male,272.2
1975,15 - 24 years,Female,260.8
1975,15 years and over,Both sexes,2194.6
1975,15 years and over,Male,1094.1
1975,15 years and over,Female,1100.5
1975,20 - 24 years,Both sexes,240.6
1975,20 - 24 years,Male,122.8
1975,20 - 24 years,Female,117.8
1975,25 - 29 years,Both sexes,205.5
1975,25 - 29 years,Male,104.3
1975,25 - 29 years,Female,101.2
1975,25 - 44 years,Both sexes,710.4
1975,25 - 44 years,Male,361.4
1975,25 - 44 years,Female,349.0
1975,30 - 34 years,Both sexes,184.5
1975,30 - 34 years,Male,94.1
1975,30 - 34 years,Female,90.4
1975,35 - 39 years,Both sexes,163.7
1975,35 - 39 years,Male,83.6
1975,35 - 39 years,Female,80.1
1975,40 - 44 years,Both sexes,156.7
1975,40 - 44 years,Male,79.4
1975,40 - 44 years,Female,77.3
1975,45 - 49 years,Both sexes,157.2
1975,45 - 49 years,Male,79.1
1975,45 - 49 years,Female,78.1
1975,45 - 64 years,Both sexes,605.2
1975,45 - 64 years,Male,303.4
1975,45 - 64 years,Female,301.8
1975,50 - 54 years,Both sexes,156.4
1975,50 - 54 years,Male,78.3
1975,50 - 54 years,Female,78.1
1975,55 - 59 years,Both sexes,155.2
1975,55 - 59 years,Male,77.7
1975,55 - 59 years,Female,77.5
1975,60 - 64 years,Both sexes,136.4
1975,60 - 64 years,Male,68.3
1975,60 - 64 years,Female,68.1
1975,65 - 69 years,Both sexes,122.6
1975,65 - 69 years,Male,59.7
1975,65 - 69 years,Female,62.9
1975,65 years and over,Both sexes,346.0
1975,65 years and over,Male,157.1
1975,65 years and over,Female,188.9
1975,70 - 74 years,Both sexes,99.1
1975,70 - 74 years,Male,45.3
1975,70 - 74 years,Female,53.8
1975,75 - 79 years,Both sexes,65.4
1975,75 - 79 years,Male,28.6
1975,75 - 79 years,Female,36.8
1975,80 - 84 years,Both sexes,37.3
1975,80 - 84 years,Male,15.4
1975,80 - 84 years,Female,21.9
1975,85 years and over,Both sexes,21.6
1975,85 years and over,Male,8.1
1975,85 years and over,Female,13.5
1975,All ages,Both sexes,3177.2
1975,All ages,Male,1597.0
1975,All ages,Female,1580.3
1976,0 - 4 years,Both sexes,334.5
1976,0 - 4 years,Male,171.4
1976,0 - 4 years,Female,163.1
1976,0 - 14 years,Both sexes,995.4
1976,0 - 14 years,Male,509.7
1976,0 - 14 years,Female,485.7
1976,5 - 9 years,Both sexes,338.1
1976,5 - 9 years,Male,173.1
1976,5 - 9 years,Female,165.0
1976,10 - 14 years,Both sexes,322.8
1976,10 - 14 years,Male,165.2
1976,10 - 14 years,Female,157.6
1976,15 - 19 years,Both sexes,298.7
1976,15 - 19 years,Male,152.7
1976,15 - 19 years,Female,146.0
1976,15 - 24 years,Both sexes,545.8
1976,15 - 24 years,Male,278.8
1976,15 - 24 years,Female,267.0
1976,15 years and over,Both sexes,2232.3
1976,15 years and over,Male,1113.1
1976,15 years and over,Female,1119.2
1976,20 - 24 years,Both sexes,247.1
1976,20 - 24 years,Male,126.1
1976,20 - 24 years,Female,121.0
1976,25 - 29 years,Both sexes,214.0
1976,25 - 29 years,Male,108.7
1976,25 - 29 years,Female,105.3
1976,25 - 44 years,Both sexes,732.4
1976,25 - 44 years,Male,373.2
1976,25 - 44 years,Female,359.2
1976,30 - 34 years,Both sexes,193.3
1976,30 - 34 years,Male,98.7
1976,30 - 34 years,Female,94.6
1976,35 - 39 years,Both sexes,167.5
1976,35 - 39 years,Male,85.7
1976,35 - 39 years,Female,81.8
1976,40 - 44 years,Both sexes,157.6
1976,40 - 44 years,Male,80.1
1976,40 - 44 years,Female,77.5
1976,45 - 49 years,Both sexes,156.3
1976,45 - 49 years,Male,78.9
1976,45 - 49 years,Female,77.4
1976,45 - 64 years,Both sexes,603.9
1976,45 - 64 years,Male,302.4
1976,45 - 64 years,Female,301.5
1976,50 - 54 years,Both sexes,155.6
1976,50 - 54 years,Male,77.8
1976,50 - 54 years,Female,77.8
1976,55 - 59 years,Both sexes,155.1
1976,55 - 59 years,Male,77.4
1976,55 - 59 years,Female,77.7
1976,60 - 64 years,Both sexes,136.9
1976,60 - 64 years,Male,68.3
1976,60 - 64 years,Female,68.6
1976,65 - 69 years,Both sexes,125.5
1976,65 - 69 years,Male,61.1
1976,65 - 69 years,Female,64.4
1976,65 years and over,Both sexes,350.2
1976,65 years and over,Male,158.7
1976,65 years and over,Female,191.5
1976,70 - 74 years,Both sexes,99.1
1976,70 - 74 years,Male,45.5
1976,70 - 74 years,Female,53.6
1976,75 - 79 years,Both sexes,66.3
1976,75 - 79 years,Male,28.7
1976,75 - 79 years,Female,37.6
1976,80 - 84 years,Both sexes,37.5
1976,80 - 84 years,Male,15.3
1976,80 - 84 years,Female,22.2
1976,85 years and over,Both sexes,21.8
1976,85 years and over,Male,8.1
1976,85 years and over,Female,13.7
1976,All ages,Both sexes,3227.8
1976,All ages,Male,1622.9
1976,All ages,Female,1605.0
1977,0 - 4 years,Both sexes,337.4
1977,0 - 4 years,Male,172.8
1977,0 - 4 years,Female,164.6
1977,0 - 14 years,Both sexes,1006.0
1977,0 - 14 years,Male,515.1
1977,0 - 14 years,Female,490.9
1977,5 - 9 years,Both sexes,341.6
1977,5 - 9 years,Male,174.9
1977,5 - 9 years,Female,166.7
1977,10 - 14 years,Both sexes,327.0
1977,10 - 14 years,Male,167.4
1977,10 - 14 years,Female,159.6
1977,15 - 19 years,Both sexes,304.6
1977,15 - 19 years,Male,155.7
1977,15 - 19 years,Female,148.9
1977,15 - 24 years,Both sexes,557.8
1977,15 - 24 years,Male,284.9
1977,15 - 24 years,Female,272.9
1977,15 years and over,Both sexes,2265.9
1977,15 years and over,Male,1129.9
1977,15 years and over,Female,1136.0
1977,20 - 24 years,Both sexes,253.2
1977,20 - 24 years,Male,129.2
1977,20 - 24 years,Female,124.0
1977,25 - 29 years,Both sexes,222.3
1977,25 - 29 years,Male,112.9
1977,25 - 29 years,Female,109.4
1977,25 - 44 years,Both sexes,753.3
1977,25 - 44 years,Male,384.3
1977,25 - 44 years,Female,369.0
1977,30 - 34 years,Both sexes,201.9
1977,30 - 34 years,Male,103.2
1977,30 - 34 years,Female,98.7
1977,35 - 39 years,Both sexes,171.0
1977,35 - 39 years,Male,87.6
1977,35 - 39 years,Female,83.4
1977,40 - 44 years,Both sexes,158.1
1977,40 - 44 years,Male,80.6
1977,40 - 44 years,Female,77.5
1977,45 - 49 years,Both sexes,154.9
1977,45 - 49 years,Male,78.5
1977,45 - 49 years,Female,76.4
1977,45 - 64 years,Both sexes,601.1
1977,45 - 64 years,Male,300.7
1977,45 - 64 years,Female,300.4
1977,50 - 54 years,Both sexes,154.3
1977,50 - 54 years,Male,77.1
1977,50 - 54 years,Female,77.2
1977,55 - 59 years,Both sexes,154.8
1977,55 - 59 years,Male,77.0
1977,55 - 59 years,Female,77.8
1977,60 - 64 years,Both sexes,137.1
1977,60 - 64 years,Male,68.1
1977,60 - 64 years,Female,69.0
1977,65 - 69 years,Both sexes,128.1
1977,65 - 69 years,Male,62.3
1977,65 - 69 years,Female,65.8
1977,65 years and over,Both sexes,353.7
1977,65 years and over,Male,160.0
1977,65 years and over,Female,193.7
1977,70 - 74 years,Both sexes,98.8
1977,70 - 74 years,Male,45.5
1977,70 - 74 years,Female,53.3
1977,75 - 79 years,Both sexes,67.1
1977,75 - 79 years,Male,28.9
1977,75 - 79 years,Female,38.2
1977,80 - 84 years,Both sexes,37.7
1977,80 - 84 years,Male,15.2
1977,80 - 84 years,Female,22.5
1977,85 years and over,Both sexes,22.0
1977,85 years and over,Male,8.1
1977,85 years and over,Female,13.9
1977,All ages,Both sexes,3271.9
1977,All ages,Male,1645.0
1977,All ages,Female,1626.9
1978,0 - 4 years,Both sexes,340.1
1978,0 - 4 years,Male,174.1
1978,0 - 4 years,Female,166.0
1978,0 - 14 years,Both sexes,1016.1
1978,0 - 14 years,Male,520.3
1978,0 - 14 years,Female,495.8
1978,5 - 9 years,Both sexes,344.9
1978,5 - 9 years,Male,176.6
1978,5 - 9 years,Female,168.3
1978,10 - 14 years,Both sexes,331.1
1978,10 - 14 years,Male,169.6
1978,10 - 14 years,Female,161.5
1978,15 - 19 years,Both sexes,310.3
1978,15 - 19 years,Male,158.5
1978,15 - 19 years,Female,151.7
1978,15 - 24 years,Both sexes,569.5
1978,15 - 24 years,Male,290.7
1978,15 - 24 years,Female,278.8
1978,15 years and over,Both sexes,2298.0
1978,15 years and over,Male,1145.6
1978,15 years and over,Female,1152.5
1978,20 - 24 years,Both sexes,259.2
1978,20 - 24 years,Male,132.2
1978,20 - 24 years,Female,127.1
1978,25 - 29 years,Both sexes,230.5
1978,25 - 29 years,Male,117.1
1978,25 - 29 years,Female,113.5
1978,25 - 44 years,Both sexes,773.9
1978,25 - 44 years,Male,395.2
1978,25 - 44 years,Female,378.7
1978,30 - 34 years,Both sexes,210.4
1978,30 - 34 years,Male,107.6
1978,30 - 34 years,Female,102.8
1978,35 - 39 years,Both sexes,174.4
1978,35 - 39 years,Male,89.5
1978,35 - 39 years,Female,84.9
1978,40 - 44 years,Both sexes,158.6
1978,40 - 44 years,Male,81.0
1978,40 - 44 years,Female,77.5
1978,45 - 49 years,Both sexes,153.5
1978,45 - 49 years,Male,78.1
1978,45 - 49 years,Female,75.4
1978,45 - 64 years,Both sexes,597.7
