,year,age_group,sex,migration,value
508,1996,15 - 24 years,Male,Emigrants: All destinations,9.8
509,1996,15 - 24 years,Male,Immigrants: All origins,4.2
510,1996,15 - 24 years,Female,Net migration,
511,1996,15 - 24 years,Female,Emigrants: All destinations,11.7
512,1996,15 - 24 years,Female,Immigrants: All origins,6.7
513,1996,25 - 44 years,Both sexes,Net migration,
514,1996,25 - 44 years,Both sexes,Emigrants: All destinations,8.1
515,1996,25 - 44 years,Both sexes,Immigrants: All origins,16.9
516,1996,25 - 44 years,Male,Net migration,
517,1996,25 - 44 years,Male,Emigrants: All destinations,5.1
518,1996,25 - 44 years,Male,Immigrants: All origins,8.7
519,1996,25 - 44 years,Female,Net migration,
520,1996,25 - 44 years,Female,Emigrants: All destinations,3.0
521,1996,25 - 44 years,Female,Immigrants: All origins,8.1
522,1996,45 - 64 years,Both sexes,Net migration,
523,1996,45 - 64 years,Both sexes,Emigrants: All destinations,0.7
524,1996,45 - 64 years,Both sexes,Immigrants: All origins,3.6
525,1996,45 - 64 years,Male,Net migration,
526,1996,45 - 64 years,Male,Emigrants: All destinations,0.0
527,1996,45 - 64 years,Male,Immigrants: All origins,2.2
528,1996,45 - 64 years,Female,Net migration,
529,1996,45 - 64 years,Female,Emigrants: All destinations,0.7
530,1996,45 - 64 years,Female,Immigrants: All origins,1.3
531,1996,65 years and over,Both sexes,Net migration,
532,1996,65 years and over,Both sexes,Emigrants: All destinations,0.0
533,1996,65 years and over,Both sexes,Immigrants: All origins,1.2
534,1996,65 years and over,Male,Net migration,
535,1996,65 years and over,Male,Emigrants: All destinations,0.0
536,1996,65 years and over,Male,Immigrants: All origins,0.6
537,1996,65 years and over,Female,Net migration,
538,1996,65 years and over,Female,Emigrants: All destinations,0.0
539,1996,65 years and over,Female,Immigrants: All origins,0.6
540,1997,All ages,Both sexes,Net migration,19.2
541,1997,All ages,Both sexes,Emigrants: All destinations,25.3
542,1997,All ages,Both sexes,Immigrants: All origins,44.5
543,1997,All ages,Male,Net migration,
544,1997,All ages,Male,Emigrants: All destinations,
545,1997,All ages,Male,Immigrants: All origins,
546,1997,All ages,Female,Net migration,
547,1997,All ages,Female,Emigrants: All destinations,
548,1997,All ages,Female,Immigrants: All origins,
549,1997,0 - 14 years,Both sexes,Net migration,
550,1997,0 - 14 years,Both sexes,Emigrants: All destinations,0.3
551,1997,0 - 14 years,Both sexes,Immigrants: All origins,6.4
552,1997,0 - 14 years,Male,Net migration,
553,1997,0 - 14 years,Male,Emigrants: All destinations,0.1
554,1997,0 - 14 years,Male,Immigrants: All origins,2.9
555,1997,0 - 14 years,Female,Net migration,
556,1997,0 - 14 years,Female,Emigrants: All destinations,0.2
557,1997,0 - 14 years,Female,Immigrants: All origins,3.5
558,1997,15 - 24 years,Both sexes,Net migration,
559,1997,15 - 24 years,Both sexes,Emigrants: All destinations,19.4
560,1997,15 - 24 years,Both sexes,Immigrants: All origins,13.8
561,1997,15 - 24 years,Male,Net migration,
562,1997,15 - 24 years,Male,Emigrants: All destinations,9.0
563,1997,15 - 24 years,Male,Immigrants: All origins,5.9
564,1997,15 - 24 years,Female,Net migration,
565,1997,15 - 24 years,Female,Emigrants: All destinations,10.4
566,1997,15 - 24 years,Female,Immigrants: All origins,7.8
567,1997,25 - 44 years,Both sexes,Net migration,
568,1997,25 - 44 years,Both sexes,Emigrants: All destinations,5.6
569,1997,25 - 44 years,Both sexes,Immigrants: All origins,18.2
570,1997,25 - 44 years,Male,Net migration,
571,1997,25 - 44 years,Male,Emigrants: All destinations,3.4
572,1997,25 - 44 years,Male,Immigrants: All origins,9.6
573,1997,25 - 44 years,Female,Net migration,
574,1997,25 - 44 years,Female,Emigrants: All destinations,2.2
575,1997,25 - 44 years,Female,Immigrants: All origins,8.6
576,1997,45 - 64 years,Both sexes,Net migration,
577,1997,45 - 64 years,Both sexes,Emigrants: All destinations,0.0
578,1997,45 - 64 years,Both sexes,Immigrants: All origins,4.7
579,1997,45 - 64 years,Male,Net migration,
580,1997,45 - 64 years,Male,Emigrants: All destinations,0.0
581,1997,45 - 64 years,Male,Immigrants: All origins,2.7
582,1997,45 - 64 years,Female,Net migration,
583,1997,45 - 64 years,Female,Emigrants: All destinations,0.0
584,1997,45 - 64 years,Female,Immigrants: All origins,2.0
585,1997,65 years and over,Both sexes,Net migration,
586,1997,65 years and over,Both sexes,Emigrants: All destinations,0.0
587,1997,65 years and over,Both sexes,Immigrants: All origins,1.5
588,1997,65 years and over,Male,Net migration,
589,1997,65 years and over,Male,Emigrants: All destinations,0.0
590,1997,65 years and over,Male,Immigrants: All origins,0.8
591,1997,65 years and over,Female,Net migration,
592,1997,65 years and over,Female,Emigrants: All destinations,0.0
593,1997,65 years and over,Female,Immigrants: All origins,0.7
594,1998,All ages,Both sexes,Net migration,17.4
595,1998,All ages,Both sexes,Emigrants: All destinations,28.6
596,1998,All ages,Both sexes,Immigrants: All origins,46.0
597,1998,All ages,Male,Net migration,
598,1998,All ages,Male,Emigrants: All destinations,
599,1998,All ages,Male,Immigrants: All origins,
600,1998,All ages,Female,Net migration,
601,1998,All ages,Female,Emigrants: All destinations,
602,1998,All ages,Female,Immigrants: All origins,
603,1998,0 - 14 years,Both sexes,Net migration,
604,1998,0 - 14 years,Both sexes,Emigrants: All destinations,1.6
605,1998,0 - 14 years,Both sexes,Immigrants: All origins,7.5
606,1998,0 - 14 years,Male,Net migration,
607,1998,0 - 14 years,Male,Emigrants: All destinations,0.4
608,1998,0 - 14 years,Male,Immigrants: All origins,3.4
609,1998,0 - 14 years,Female,Net migration,
610,1998,0 - 14 years,Female,Emigrants: All destinations,1.2
611,1998,0 - 14 years,Female,Immigrants: All origins,4.1
612,1998,15 - 24 years,Both sexes,Net migration,
613,1998,15 - 24 years,Both sexes,Emigrants: All destinations,21.1
614,1998,15 - 24 years,Both sexes,Immigrants: All origins,12.4
615,1998,15 - 24 years,Male,Net migration,
616,1998,15 - 24 years,Male,Emigrants: All destinations,10.1
617,1998,15 - 24 years,Male,Immigrants: All origins,5.1
618,1998,15 - 24 years,Female,Net migration,
619,1998,15 - 24 years,Female,Emigrants: All destinations,10.9
620,1998,15 - 24 years,Female,Immigrants: All origins,7.3
621,1998,25 - 44 years,Both sexes,Net migration,
622,1998,25 - 44 years,Both sexes,Emigrants: All destinations,5.8
623,1998,25 - 44 years,Both sexes,Immigrants: All origins,19.9
624,1998,25 - 44 years,Male,Net migration,
625,1998,25 - 44 years,Male,Emigrants: All destinations,3.2
626,1998,25 - 44 years,Male,Immigrants: All origins,11.1
627,1998,25 - 44 years,Female,Net migration,
628,1998,25 - 44 years,Female,Emigrants: All destinations,2.5
629,1998,25 - 44 years,Female,Immigrants: All origins,8.8
630,1998,45 - 64 years,Both sexes,Net migration,
631,1998,45 - 64 years,Both sexes,Emigrants: All destinations,0.2
632,1998,45 - 64 years,Both sexes,Immigrants: All origins,4.3
633,1998,45 - 64 years,Male,Net migration,
634,1998,45 - 64 years,Male,Emigrants: All destinations,0.2
635,1998,45 - 64 years,Male,Immigrants: All origins,2.1
636,1998,45 - 64 years,Female,Net migration,
637,1998,45 - 64 years,Female,Emigrants: All destinations,0.0
638,1998,45 - 64 years,Female,Immigrants: All origins,2.2
639,1998,65 years and over,Both sexes,Net migration,
640,1998,65 years and over,Both sexes,Emigrants: All destinations,0.0
641,1998,65 years and over,Both sexes,Immigrants: All origins,1.8
642,1998,65 years and over,Male,Net migration,
643,1998,65 years and over,Male,Emigrants: All destinations,0.0
644,1998,65 years and over,Male,Immigrants: All origins,0.9
645,1998,65 years and over,Female,Net migration,
646,1998,65 years and over,Female,Emigrants: All destinations,0.0
647,1998,65 years and over,Female,Immigrants: All origins,0.9
648,1999,All ages,Both sexes,Net migration,17.3
649,1999,All ages,Both sexes,Emigrants: All destinations,31.5
650,1999,All ages,Both sexes,Immigrants: All origins,48.9
651,1999,All ages,Male,Net migration,
652,1999,All ages,Male,Emigrants: All destinations,
653,1999,All ages,Male,Immigrants: All origins,
654,1999,All ages,Female,Net migration,
655,1999,All ages,Female,Emigrants: All destinations,
656,1999,All ages,Female,Immigrants: All origins,
657,1999,0 - 14 years,Both sexes,Net migration,
658,1999,0 - 14 years,Both sexes,Emigrants: All destinations,0.0
659,1999,0 - 14 years,Both sexes,Immigrants: All origins,7.0
660,1999,0 - 14 years,Male,Net migration,
661,1999,0 - 14 years,Male,Emigrants: All destinations,0.0
662,1999,0 - 14 years,Male,Immigrants: All origins,3.6
663,1999,0 - 14 years,Female,Net migration,
664,1999,0 - 14 years,Female,Emigrants: All destinations,0.0
665,1999,0 - 14 years,Female,Immigrants: All origins,3.4
666,1999,15 - 24 years,Both sexes,Net migration,
667,1999,15 - 24 years,Both sexes,Emigrants: All destinations,23.1
668,1999,15 - 24 years,Both sexes,Immigrants: All origins,15.3
669,1999,15 - 24 years,Male,Net migration,
670,1999,15 - 24 years,Male,Emigrants: All destinations,10.4
671,1999,15 - 24 years,Male,Immigrants: All origins,6.1
672,1999,15 - 24 years,Female,Net migration,
673,1999,15 - 24 years,Female,Emigrants: All destinations,12.7
674,1999,15 - 24 years,Female,Immigrants: All origins,9.2
675,1999,25 - 44 years,Both sexes,Net migration,
676,1999,25 - 44 years,Both sexes,Emigrants: All destinations,7.6
677,1999,25 - 44 years,Both sexes,Immigrants: All origins,21.5
678,1999,25 - 44 years,Male,Net migration,
679,1999,25 - 44 years,Male,Emigrants: All destinations,4.6
680,1999,25 - 44 years,Male,Immigrants: All origins,11.7
681,1999,25 - 44 years,Female,Net migration,
682,1999,25 - 44 years,Female,Emigrants: All destinations,3.0
683,1999,25 - 44 years,Female,Immigrants: All origins,9.9
684,1999,45 - 64 years,Both sexes,Net migration,
685,1999,45 - 64 years,Both sexes,Emigrants: All destinations,0.3
686,1999,45 - 64 years,Both sexes,Immigrants: All origins,4.1
687,1999,45 - 64 years,Male,Net migration,
688,1999,45 - 64 years,Male,Emigrants: All destinations,0.0
689,1999,45 - 64 years,Male,Immigrants: All origins,2.5
690,1999,45 - 64 years,Female,Net migration,
691,1999,45 - 64 years,Female,Emigrants: All destinations,0.3
692,1999,45 - 64 years,Female,Immigrants: All origins,1.6
693,1999,65 years and over,Both sexes,Net migration,
694,1999,65 years and over,Both sexes,Emigrants: All destinations,0.6
695,1999,65 years and over,Both sexes,Immigrants: All origins,0.9
696,1999,65 years and over,Male,Net migration,
697,1999,65 years and over,Male,Emigrants: All destinations,0.4
698,1999,65 years and over,Male,Immigrants: All origins,0.6
699,1999,65 years and over,Female,Net migration,
700,1999,65 years and over,Female,Emigrants: All destinations,0.1
701,1999,65 years and over,Female,Immigrants: All origins,0.3
702,2000,All ages,Both sexes,Net migration,26.0
703,2000,All ages,Both sexes,Emigrants: All destinations,26.6
704,2000,All ages,Both sexes,Immigrants: All origins,52.6
705,2000,All ages,Male,Net migration,
706,2000,All ages,Male,Emigrants: All destinations,
707,2000,All ages,Male,Immigrants: All origins,
708,2000,All ages,Female,Net migration,
709,2000,All ages,Female,Emigrants: All destinations,
710,2000,All ages,Female,Immigrants: All origins,
711,2000,0 - 14 years,Both sexes,Net migration,
712,2000,0 - 14 years,Both sexes,Emigrants: All destinations,0.0
713,2000,0 - 14 years,Both sexes,Immigrants: All origins,7.1
714,2000,0 - 14 years,Male,Net migration,
715,2000,0 - 14 years,Male,Emigrants: All destinations,0.0
716,2000,0 - 14 years,Male,Immigrants: All origins,3.6
717,2000,0 - 14 years,Female,Net migration,
718,2000,0 - 14 years,Female,Emigrants: All destinations,0.0
719,2000,0 - 14 years,Female,Immigrants: All origins,3.6
720,2000,15 - 24 years,Both sexes,Net migration,
721,2000,15 - 24 years,Both sexes,Emigrants: All destinations,21.4
722,2000,15 - 24 years,Both sexes,Immigrants: All origins,16.8
723,2000,15 - 24 years,Male,Net migration,
724,2000,15 - 24 years,Male,Emigrants: All destinations,10.2
725,2000,15 - 24 years,Male,Immigrants: All origins,6.8
726,2000,15 - 24 years,Female,Net migration,
727,2000,15 - 24 years,Female,Emigrants: All destinations,11.2
728,2000,15 - 24 years,Female,Immigrants: All origins,10.1
729,2000,25 - 44 years,Both sexes,Net migration,
730,2000,25 - 44 years,Both sexes,Emigrants: All destinations,4.6
731,2000,25 - 44 years,Both sexes,Immigrants: All origins,23.4
732,2000,25 - 44 years,Male,Net migration,
733,2000,25 - 44 years,Male,Emigrants: All destinations,2.6
734,2000,25 - 44 years,Male,Immigrants: All origins,12.7
735,2000,25 - 44 years,Female,Net migration,
736,2000,25 - 44 years,Female,Emigrants: All destinations,2.0
737,2000,25 - 44 years,Female,Immigrants: All origins,10.7
738,2000,45 - 64 years,Both sexes,Net migration,
739,2000,45 - 64 years,Both sexes,Emigrants: All destinations,0.1
740,2000,45 - 64 years,Both sexes,Immigrants: All origins,4.0
741,2000,45 - 64 years,Male,Net migration,
742,2000,45 - 64 years,Male,Emigrants: All destinations,0.0
743,2000,45 - 64 years,Male,Immigrants: All origins,2.6
744,2000,45 - 64 years,Female,Net migration,
745,2000,45 - 64 years,Female,Emigrants: All destinations,0.1
746,2000,45 - 64 years,Female,Immigrants: All origins,1.4
747,2000,65 years and over,Both sexes,Net migration,
748,2000,65 years and over,Both sexes,Emigrants: All destinations,0.6
749,2000,65 years and over,Both sexes,Immigrants: All origins,1.2
750,2000,65 years and over,Male,Net migration,
751,2000,65 years and over,Male,Emigrants: All destinations,0.3
752,2000,65 years and over,Male,Immigrants: All origins,0.6
753,2000,65 years and over,Female,Net migration,
754,2000,65 years and over,Female,Emigrants: All destinations,0.3
755,2000,65 years and over,Female,Immigrants: All origins,0.6
756,2001,All ages,Both sexes,Net migration,32.8
757,2001,All ages,Both sexes,Emigrants: All destinations,26.2
758,2001,All ages,Both sexes,Immigrants: All origins,59.0
759,2001,All ages,Male,Net migration,
760,2001,All ages,Male,Emigrants: All destinations,
761,2001,All ages,Male,Immigrants: All origins,
762,2001,All ages,Female,Net migration,
763,2001,All ages,Female,Emigrants: All destinations,
764,2001,All ages,Female,Immigrants: All origins,
765,2001,0 - 14 years,Both sexes,Net migration,
766,2001,0 - 14 years,Both sexes,Emigrants: All destinations,0.0
767,2001,0 - 14 years,Both sexes,Immigrants: All origins,7.9
768,2001,0 - 14 years,Male,Net migration,
769,2001,0 - 14 years,Male,Emigrants: All destinations,0.0
770,2001,0 - 14 years,Male,Immigrants: All origins,4.1
771,2001,0 - 14 years,Female,Net migration,
772,2001,0 - 14 years,Female,Emigrants: All destinations,0.0
773,2001,0 - 14 years,Female,Immigrants: All origins,3.8
774,2001,15 - 24 years,Both sexes,Net migration,
775,2001,15 - 24 years,Both sexes,Emigrants: All destinations,21.2
776,2001,15 - 24 years,Both sexes,Immigrants: All origins,16.4
777,2001,15 - 24 years,Male,Net migration,
778,2001,15 - 24 years,Male,Emigrants: All destinations,9.9
779,2001,15 - 24 years,Male,Immigrants: All origins,6.6
780,2001,15 - 24 years,Female,Net migration,
781,2001,15 - 24 years,Female,Emigrants: All destinations,11.3
782,2001,15 - 24 years,Female,Immigrants: All origins,9.8
783,2001,25 - 44 years,Both sexes,Net migration,
784,2001,25 - 44 years,Both sexes,Emigrants: All destinations,4.4
785,2001,25 - 44 years,Both sexes,Immigrants: All origins,29.5
786,2001,25 - 44 years,Male,Net migration,
787,2001,25 - 44 years,Male,Emigrants: All destinations,2.4
788,2001,25 - 44 years,Male,Immigrants: All origins,16.3
789,2001,25 - 44 years,Female,Net migration,
790,2001,25 - 44 years,Female,Emigrants: All destinations,2.0
791,2001,25 - 44 years,Female,Immigrants: All origins,13.2
792,2001,45 - 64 years,Both sexes,Net migration,
793,2001,45 - 64 years,Both sexes,Emigrants: All destinations,0.0
794,2001,45 - 64 years,Both sexes,Immigrants: All origins,4.3
795,2001,45 - 64 years,Male,Net migration,
796,2001,45 - 64 years,Male,Emigrants: All destinations,0.0
797,2001,45 - 64 years,Male,Immigrants: All origins,2.5
798,2001,45 - 64 years,Female,Net migration,
799,2001,45 - 64 years,Female,Emigrants: All destinations,0.0
800,2001,45 - 64 years,Female,Immigrants: All origins,1.8
801,2001,65 years and over,Both sexes,Net migration,
802,2001,65 years and over,Both sexes,Emigrants: All destinations,0.7
803,2001,65 years and over,Both sexes,Immigrants: All origins,0.8
804,2001,65 years and over,Male,Net migration,
805,2001,65 years and over,Male,Emigrants: All destinations,0.4
806,2001,65 years and over,Male,Immigrants: All origins,0.5
807,2001,65 years and over,Female,Net migration,
808,2001,65 years and over,Female,Emigrants: All destinations,0.3
809,2001,65 years and over,Female,Immigrants: All origins,0.3
810,2002,All ages,Both sexes,Net migration,41.3
811,2002,All ages,Both sexes,Emigrants: All destinations,25.6
812,2002,All ages,Both sexes,Immigrants: All origins,66.9
813,2002,All ages,Male,Net migration,18.6
814,2002,All ages,Male,Emigrants: All destinations,12.7
815,2002,All ages,Male,Immigrants: All origins,31.3
816,2002,All ages,Female,Net migration,22.7
817,2002,All ages,Female,Emigrants: All destinations,12.9
818,2002,All ages,Female,Immigrants: All origins,35.6
819,2002,0 - 14 years,Both sexes,Net migration,4.5
820,2002,0 - 14 years,Both sexes,Emigrants: All destinations,2.5
821,2002,0 - 14 years,Both sexes,Immigrants: All origins,7.0
822,2002,0 - 14 years,Male,Net migration,2.0
823,2002,0 - 14 years,Male,Emigrants: All destinations,1.2
824,2002,0 - 14 years,Male,Immigrants: All origins,3.2
825,2002,0 - 14 years,Female,Net migration,2.6
826,2002,0 - 14 years,Female,Emigrants: All destinations,1.2
827,2002,0 - 14 years,Female,Immigrants: All origins,3.8
828,2002,15 - 24 years,Both sexes,Net migration,1.1
829,2002,15 - 24 years,Both sexes,Emigrants: All destinations,18.7
830,2002,15 - 24 years,Both sexes,Immigrants: All origins,19.8
831,2002,15 - 24 years,Male,Net migration,-1.0
832,2002,15 - 24 years,Male,Emigrants: All destinations,9.0
833,2002,15 - 24 years,Male,Immigrants: All origins,8.0
834,2002,15 - 24 years,Female,Net migration,2.0
835,2002,15 - 24 years,Female,Emigrants: All destinations,9.8
836,2002,15 - 24 years,Female,Immigrants: All origins,11.8
837,2002,25 - 44 years,Both sexes,Net migration,32.1
838,2002,25 - 44 years,Both sexes,Emigrants: All destinations,3.1
839,2002,25 - 44 years,Both sexes,Immigrants: All origins,35.2
840,2002,25 - 44 years,Male,Net migration,15.8
841,2002,25 - 44 years,Male,Emigrants: All destinations,1.7
842,2002,25 - 44 years,Male,Immigrants: All origins,17.5
843,2002,25 - 44 years,Female,Net migration,16.3
844,2002,25 - 44 years,Female,Emigrants: All destinations,1.4
845,2002,25 - 44 years,Female,Immigrants: All origins,17.7
846,2002,45 - 64 years,Both sexes,Net migration,4.1
847,2002,45 - 64 years,Both sexes,Emigrants: All destinations,0.1
848,2002,45 - 64 years,Both sexes,Immigrants: All origins,4.2
849,2002,45 - 64 years,Male,Net migration,2.3
850,2002,45 - 64 years,Male,Emigrants: All destinations,0.0
851,2002,45 - 64 years,Male,Immigrants: All origins,2.3
852,2002,45 - 64 years,Female,Net migration,1.8
853,2002,45 - 64 years,Female,Emigrants: All destinations,0.1
854,2002,45 - 64 years,Female,Immigrants: All origins,1.9
855,2002,65 years and over,Both sexes,Net migration,-0.4
856,2002,65 years and over,Both sexes,Emigrants: All destinations,1.2
857,2002,65 years and over,Both sexes,Immigrants: All origins,0.8
858,2002,65 years and over,Male,Net migration,-0.5
859,2002,65 years and over,Male,Emigrants: All destinations,0.8
860,2002,65 years and over,Male,Immigrants: All origins,0.3
861,2002,65 years and over,Female,Net migration,0.1
862,2002,65 years and over,Female,Emigrants: All destinations,0.4
863,2002,65 years and over,Female,Immigrants: All origins,0.5
864,2003,All ages,Both sexes,Net migration,30.7
865,2003,All ages,Both sexes,Emigrants: All destinations,29.3
866,2003,All ages,Both sexes,Immigrants: All origins,60.0
867,2003,All ages,Male,Net migration,14.5
868,2003,All ages,Male,Emigrants: All destinations,17.0
869,2003,All ages,Male,Immigrants: All origins,31.4
870,2003,All ages,Female,Net migration,16.3
871,2003,All ages,Female,Emigrants: All destinations,12.3
872,2003,All ages,Female,Immigrants: All origins,28.6
873,2003,0 - 14 years,Both sexes,Net migration,6.4
874,2003,0 - 14 years,Both sexes,Emigrants: All destinations,0.9
875,2003,0 - 14 years,Both sexes,Immigrants: All origins,7.3
876,2003,0 - 14 years,Male,Net migration,2.9
877,2003,0 - 14 years,Male,Emigrants: All destinations,0.7
878,2003,0 - 14 years,Male,Immigrants: All origins,3.6
879,2003,0 - 14 years,Female,Net migration,3.5
880,2003,0 - 14 years,Female,Emigrants: All destinations,0.2
881,2003,0 - 14 years,Female,Immigrants: All origins,3.7
882,2003,15 - 24 years,Both sexes,Net migration,0.5
883,2003,15 - 24 years,Both sexes,Emigrants: All destinations,17.0
884,2003,15 - 24 years,Both sexes,Immigrants: All origins,17.5
885,2003,15 - 24 years,Male,Net migration,-1.5
886,2003,15 - 24 years,Male,Emigrants: All destinations,9.3
887,2003,15 - 24 years,Male,Immigrants: All origins,7.8
888,2003,15 - 24 years,Female,Net migration,2.1
889,2003,15 - 24 years,Female,Emigrants: All destinations,7.7
890,2003,15 - 24 years,Female,Immigrants: All origins,9.8
891,2003,25 - 44 years,Both sexes,Net migration,20.0
892,2003,25 - 44 years,Both sexes,Emigrants: All destinations,8.8
893,2003,25 - 44 years,Both sexes,Immigrants: All origins,28.8
894,2003,25 - 44 years,Male,Net migration,10.3
895,2003,25 - 44 years,Male,Emigrants: All destinations,5.7
896,2003,25 - 44 years,Male,Immigrants: All origins,16.0
897,2003,25 - 44 years,Female,Net migration,9.6
898,2003,25 - 44 years,Female,Emigrants: All destinations,3.1
899,2003,25 - 44 years,Female,Immigrants: All origins,12.7
900,2003,45 - 64 years,Both sexes,Net migration,3.8
901,2003,45 - 64 years,Both sexes,Emigrants: All destinations,1.3
902,2003,45 - 64 years,Both sexes,Immigrants: All origins,5.1
903,2003,45 - 64 years,Male,Net migration,2.8
904,2003,45 - 64 years,Male,Emigrants: All destinations,0.6
905,2003,45 - 64 years,Male,Immigrants: All origins,3.4
906,2003,45 - 64 years,Female,Net migration,1.0
907,2003,45 - 64 years,Female,Emigrants: All destinations,0.7
908,2003,45 - 64 years,Female,Immigrants: All origins,1.7
909,2003,65 years and over,Both sexes,Net migration,0.1
910,2003,65 years and over,Both sexes,Emigrants: All destinations,1.2
911,2003,65 years and over,Both sexes,Immigrants: All origins,1.3
912,2003,65 years and over,Male,Net migration,0.0
913,2003,65 years and over,Male,Emigrants: All destinations,0.7
914,2003,65 years and over,Male,Immigrants: All origins,0.7
915,2003,65 years and over,Female,Net migration,0.1
916,2003,65 years and over,Female,Emigrants: All destinations,0.6
917,2003,65 years and over,Female,Immigrants: All origins,0.7
918,2004,All ages,Both sexes,Net migration,32.0
919,2004,All ages,Both sexes,Emigrants: All destinations,26.5
920,2004,All ages,Both sexes,Immigrants: All origins,58.5
921,2004,All ages,Male,Net migration,18.0
922,2004,All ages,Male,Emigrants: All destinations,12.5
923,2004,All ages,Male,Immigrants: All origins,30.5
924,2004,All ages,Female,Net migration,14.0
925,2004,All ages,Female,Emigrants: All destinations,14.0
926,2004,All ages,Female,Immigrants: All origins,28.0
927,2004,0 - 14 years,Both sexes,Net migration,4.7
928,2004,0 - 14 years,Both sexes,Emigrants: All destinations,1.5
929,2004,0 - 14 years,Both sexes,Immigrants: All origins,6.1
930,2004,0 - 14 years,Male,Net migration,2.9
931,2004,0 - 14 years,Male,Emigrants: All destinations,0.6
932,2004,0 - 14 years,Male,Immigrants: All origins,3.5
933,2004,0 - 14 years,Female,Net migration,1.8
934,2004,0 - 14 years,Female,Emigrants: All destinations,0.9
935,2004,0 - 14 years,Female,Immigrants: All origins,2.7
936,2004,15 - 24 years,Both sexes,Net migration,4.6
937,2004,15 - 24 years,Both sexes,Emigrants: All destinations,14.1
938,2004,15 - 24 years,Both sexes,Immigrants: All origins,18.7
939,2004,15 - 24 years,Male,Net migration,1.8
940,2004,15 - 24 years,Male,Emigrants: All destinations,6.3
941,2004,15 - 24 years,Male,Immigrants: All origins,8.1
942,2004,15 - 24 years,Female,Net migration,2.8
943,2004,15 - 24 years,Female,Emigrants: All destinations,7.8
944,2004,15 - 24 years,Female,Immigrants: All origins,10.6
945,2004,25 - 44 years,Both sexes,Net migration,19.6
946,2004,25 - 44 years,Both sexes,Emigrants: All destinations,9.2
947,2004,25 - 44 years,Both sexes,Immigrants: All origins,28.8
948,2004,25 - 44 years,Male,Net migration,11.0
949,2004,25 - 44 years,Male,Emigrants: All destinations,5.3
950,2004,25 - 44 years,Male,Immigrants: All origins,16.3
951,2004,25 - 44 years,Female,Net migration,8.6
952,2004,25 - 44 years,Female,Emigrants: All destinations,3.9
953,2004,25 - 44 years,Female,Immigrants: All origins,12.5
954,2004,45 - 64 years,Both sexes,Net migration,2.9
955,2004,45 - 64 years,Both sexes,Emigrants: All destinations,1.3
956,2004,45 - 64 years,Both sexes,Immigrants: All origins,4.2
957,2004,45 - 64 years,Male,Net migration,2.0
958,2004,45 - 64 years,Male,Emigrants: All destinations,0.4
959,2004,45 - 64 years,Male,Immigrants: All origins,2.4
960,2004,45 - 64 years,Female,Net migration,0.8
961,2004,45 - 64 years,Female,Emigrants: All destinations,1.0
962,2004,45 - 64 years,Female,Immigrants: All origins,1.8
963,2004,65 years and over,Both sexes,Net migration,0.3
964,2004,65 years and over,Both sexes,Emigrants: All destinations,0.4
965,2004,65 years and over,Both sexes,Immigrants: All origins,0.7
966,2004,65 years and over,Male,Net migration,0.3
967,2004,65 years and over,Male,Emigrants: All destinations,0.0
968,2004,65 years and over,Male,Immigrants: All origins,0.3
969,2004,65 years and over,Female,Net migration,0.0
970,2004,65 years and over,Female,Emigrants: All destinations,0.4
971,2004,65 years and over,Female,Immigrants: All origins,0.4
972,2005,All ages,Both sexes,Net migration,55.1
973,2005,All ages,Both sexes,Emigrants: All destinations,29.4
974,2005,All ages,Both sexes,Immigrants: All origins,84.6
975,2005,All ages,Male,Net migration,32.6
976,2005,All ages,Male,Emigrants: All destinations,14.9
977,2005,All ages,Male,Immigrants: All origins,47.5
978,2005,All ages,Female,Net migration,22.5
979,2005,All ages,Female,Emigrants: All destinations,14.6
980,2005,All ages,Female,Immigrants: All origins,37.1
981,2005,0 - 14 years,Both sexes,Net migration,5.9
982,2005,0 - 14 years,Both sexes,Emigrants: All destinations,2.1
983,2005,0 - 14 years,Both sexes,Immigrants: All origins,8.0
984,2005,0 - 14 years,Male,Net migration,3.2
985,2005,0 - 14 years,Male,Emigrants: All destinations,1.1
986,2005,0 - 14 years,Male,Immigrants: All origins,4.2
987,2005,0 - 14 years,Female,Net migration,2.7
988,2005,0 - 14 years,Female,Emigrants: All destinations,1.1
989,2005,0 - 14 years,Female,Immigrants: All origins,3.8
990,2005,15 - 24 years,Both sexes,Net migration,10.0
991,2005,15 - 24 years,Both sexes,Emigrants: All destinations,14.3
992,2005,15 - 24 years,Both sexes,Immigrants: All origins,24.4
993,2005,15 - 24 years,Male,Net migration,4.9
994,2005,15 - 24 years,Male,Emigrants: All destinations,6.7
995,2005,15 - 24 years,Male,Immigrants: All origins,11.6
996,2005,15 - 24 years,Female,Net migration,5.1
997,2005,15 - 24 years,Female,Emigrants: All destinations,7.6
998,2005,15 - 24 years,Female,Immigrants: All origins,12.7
999,2005,25 - 44 years,Both sexes,Net migration,34.2
1000,2005,25 - 44 years,Both sexes,Emigrants: All destinations,10.6
1001,2005,25 - 44 years,Both sexes,Immigrants: All origins,44.8
1002,2005,25 - 44 years,Male,Net migration,21.2
1003,2005,25 - 44 years,Male,Emigrants: All destinations,6.1
1004,2005,25 - 44 years,Male,Immigrants: All origins,27.3
1005,2005,25 - 44 years,Female,Net migration,12.9
1006,2005,25 - 44 years,Female,Emigrants: All destinations,4.5
