,year,country,sex,endpoint,value
482,1993,All countries,Male,Immigrants: All origins,17.4
483,1993,All countries,Female,Net migration,-0.2
484,1993,All countries,Female,Emigrants: All destinations,17.5
485,1993,All countries,Female,Immigrants: All origins,17.3
486,1993,EU14 excl Irl (UK & Ireland),Both sexes,Net migration,-0.7
487,1993,EU14 excl Irl (UK & Ireland),Both sexes,Emigrants: All destinations,7.3
488,1993,EU14 excl Irl (UK & Ireland),Both sexes,Immigrants: All origins,6.6
489,1993,EU14 excl Irl (UK & Ireland),Male,Net migration,-0.5
490,1993,EU14 excl Irl (UK & Ireland),Male,Emigrants: All destinations,3.4
491,1993,EU14 excl Irl (UK & Ireland),Male,Immigrants: All origins,2.9
492,1993,EU14 excl Irl (UK & Ireland),Female,Net migration,-4.4
493,1993,EU14 excl Irl (UK & Ireland),Female,Emigrants: All destinations,3.9
494,1993,EU14 excl Irl (UK & Ireland),Female,Immigrants: All origins,3.8
495,1993,EU15 to EU27 (accession countries joined post 2004),Both sexes,Net migration,
496,1993,EU15 to EU27 (accession countries joined post 2004),Both sexes,Emigrants: All destinations,
497,1993,EU15 to EU27 (accession countries joined post 2004),Both sexes,Immigrants: All origins,
498,1993,EU15 to EU27 (accession countries joined post 2004),Male,Net migration,
499,1993,EU15 to EU27 (accession countries joined post 2004),Male,Emigrants: All destinations,
500,1993,EU15 to EU27 (accession countries joined post 2004),Male,Immigrants: All origins,
501,1993,EU15 to EU27 (accession countries joined post 2004),Female,Net migration,
502,1993,EU15 to EU27 (accession countries joined post 2004),Female,Emigrants: All destinations,
503,1993,EU15 to EU27 (accession countries joined post 2004),Female,Immigrants: All origins,
504,1994,United Kingdom (1),Both sexes,Net migration,0.4
505,1994,United Kingdom (1),Both sexes,Emigrants: All destinations,14.8
506,1994,United Kingdom (1),Both sexes,Immigrants: All origins,15.2
507,1994,United Kingdom (1),Male,Net migration,0.1
508,1994,United Kingdom (1),Male,Emigrants: All destinations,7.7
509,1994,United Kingdom (1),Male,Immigrants: All origins,7.8
510,1994,United Kingdom (1),Female,Net migration,0.3
511,1994,United Kingdom (1),Female,Emigrants: All destinations,7.1
512,1994,United Kingdom (1),Female,Immigrants: All origins,7.4
513,1994,United States,Both sexes,Net migration,-5.3
514,1994,United States,Both sexes,Emigrants: All destinations,9.6
515,1994,United States,Both sexes,Immigrants: All origins,4.3
516,1994,United States,Male,Net migration,-2.9
517,1994,United States,Male,Emigrants: All destinations,5.0
518,1994,United States,Male,Immigrants: All origins,2.1
519,1994,United States,Female,Net migration,-2.4
520,1994,United States,Female,Emigrants: All destinations,4.6
521,1994,United States,Female,Immigrants: All origins,2.2
522,1994,Canada,Both sexes,Net migration,
523,1994,Canada,Both sexes,Emigrants: All destinations,
524,1994,Canada,Both sexes,Immigrants: All origins,
525,1994,Canada,Male,Net migration,
526,1994,Canada,Male,Emigrants: All destinations,
527,1994,Canada,Male,Immigrants: All origins,
528,1994,Canada,Female,Net migration,
529,1994,Canada,Female,Emigrants: All destinations,
530,1994,Canada,Female,Immigrants: All origins,
531,1994,Australia,Both sexes,Net migration,
532,1994,Australia,Both sexes,Emigrants: All destinations,
533,1994,Australia,Both sexes,Immigrants: All origins,
534,1994,Australia,Male,Net migration,
535,1994,Australia,Male,Emigrants: All destinations,
536,1994,Australia,Male,Immigrants: All origins,
537,1994,Australia,Female,Net migration,
538,1994,Australia,Female,Emigrants: All destinations,
539,1994,Australia,Female,Immigrants: All origins,
540,1994,Other countries (23),Both sexes,Net migration,-0.1
541,1994,Other countries (23),Both sexes,Emigrants: All destinations,4.9
542,1994,Other countries (23),Both sexes,Immigrants: All origins,4.8
543,1994,Other countries (23),Male,Net migration,0.0
544,1994,Other countries (23),Male,Emigrants: All destinations,2.2
545,1994,Other countries (23),Male,Immigrants: All origins,2.2
546,1994,Other countries (23),Female,Net migration,0.1
547,1994,Other countries (23),Female,Emigrants: All destinations,2.7
548,1994,Other countries (23),Female,Immigrants: All origins,2.6
549,1994,All countries,Both sexes,Net migration,-4.7
550,1994,All countries,Both sexes,Emigrants: All destinations,34.8
551,1994,All countries,Both sexes,Immigrants: All origins,30.1
552,1994,All countries,Male,Net migration,-2.7
553,1994,All countries,Male,Emigrants: All destinations,17.6
554,1994,All countries,Male,Immigrants: All origins,14.8
555,1994,All countries,Female,Net migration,-2.0
556,1994,All countries,Female,Emigrants: All destinations,17.3
557,1994,All countries,Female,Immigrants: All origins,15.3
558,1994,EU14 excl Irl (UK & Ireland),Both sexes,Net migration,0.3
559,1994,EU14 excl Irl (UK & Ireland),Both sexes,Emigrants: All destinations,5.5
560,1994,EU14 excl Irl (UK & Ireland),Both sexes,Immigrants: All origins,5.8
561,1994,EU14 excl Irl (UK & Ireland),Male,Net migration,0.1
562,1994,EU14 excl Irl (UK & Ireland),Male,Emigrants: All destinations,2.6
563,1994,EU14 excl Irl (UK & Ireland),Male,Immigrants: All origins,2.7
564,1994,EU14 excl Irl (UK & Ireland),Female,Net migration,-4.0
565,1994,EU14 excl Irl (UK & Ireland),Female,Emigrants: All destinations,2.9
566,1994,EU14 excl Irl (UK & Ireland),Female,Immigrants: All origins,3.1
567,1994,EU15 to EU27 (accession countries joined post 2004),Both sexes,Net migration,
568,1994,EU15 to EU27 (accession countries joined post 2004),Both sexes,Emigrants: All destinations,
569,1994,EU15 to EU27 (accession countries joined post 2004),Both sexes,Immigrants: All origins,
570,1994,EU15 to EU27 (accession countries joined post 2004),Male,Net migration,
571,1994,EU15 to EU27 (accession countries joined post 2004),Male,Emigrants: All destinations,
572,1994,EU15 to EU27 (accession countries joined post 2004),Male,Immigrants: All origins,
573,1994,EU15 to EU27 (accession countries joined post 2004),Female,Net migration,
574,1994,EU15 to EU27 (accession countries joined post 2004),Female,Emigrants: All destinations,
575,1994,EU15 to EU27 (accession countries joined post 2004),Female,Immigrants: All origins,
576,1995,United Kingdom (1),Both sexes,Net migration,2.3
577,1995,United Kingdom (1),Both sexes,Emigrants: All destinations,13.3
578,1995,United Kingdom (1),Both sexes,Immigrants: All origins,15.6
579,1995,United Kingdom (1),Male,Net migration,-0.5
580,1995,United Kingdom (1),Male,Emigrants: All destinations,7.8
581,1995,United Kingdom (1),Male,Immigrants: All origins,7.3
582,1995,United Kingdom (1),Female,Net migration,2.8
583,1995,United Kingdom (1),Female,Emigrants: All destinations,5.4
584,1995,United Kingdom (1),Female,Immigrants: All origins,8.2
585,1995,United States,Both sexes,Net migration,-4.4
586,1995,United States,Both sexes,Emigrants: All destinations,8.2
587,1995,United States,Both sexes,Immigrants: All origins,3.8
588,1995,United States,Male,Net migration,-2.8
589,1995,United States,Male,Emigrants: All destinations,4.6
590,1995,United States,Male,Immigrants: All origins,1.8
591,1995,United States,Female,Net migration,-1.5
592,1995,United States,Female,Emigrants: All destinations,3.6
593,1995,United States,Female,Immigrants: All origins,2.1
594,1995,Canada,Both sexes,Net migration,
595,1995,Canada,Both sexes,Emigrants: All destinations,
596,1995,Canada,Both sexes,Immigrants: All origins,
597,1995,Canada,Male,Net migration,
598,1995,Canada,Male,Emigrants: All destinations,
599,1995,Canada,Male,Immigrants: All origins,
600,1995,Canada,Female,Net migration,
601,1995,Canada,Female,Emigrants: All destinations,
602,1995,Canada,Female,Immigrants: All origins,
603,1995,Australia,Both sexes,Net migration,
604,1995,Australia,Both sexes,Emigrants: All destinations,
605,1995,Australia,Both sexes,Immigrants: All origins,
606,1995,Australia,Male,Net migration,
607,1995,Australia,Male,Emigrants: All destinations,
608,1995,Australia,Male,Immigrants: All origins,
609,1995,Australia,Female,Net migration,
610,1995,Australia,Female,Emigrants: All destinations,
611,1995,Australia,Female,Immigrants: All origins,
612,1995,Other countries (23),Both sexes,Net migration,-1.1
613,1995,Other countries (23),Both sexes,Emigrants: All destinations,6.6
614,1995,Other countries (23),Both sexes,Immigrants: All origins,5.5
615,1995,Other countries (23),Male,Net migration,-0.1
616,1995,Other countries (23),Male,Emigrants: All destinations,3.2
617,1995,Other countries (23),Male,Immigrants: All origins,3.1
618,1995,Other countries (23),Female,Net migration,0.9
619,1995,Other countries (23),Female,Emigrants: All destinations,3.4
620,1995,Other countries (23),Female,Immigrants: All origins,2.5
621,1995,All countries,Both sexes,Net migration,-1.9
622,1995,All countries,Both sexes,Emigrants: All destinations,33.1
623,1995,All countries,Both sexes,Immigrants: All origins,31.2
624,1995,All countries,Male,Net migration,-3.4
625,1995,All countries,Male,Emigrants: All destinations,18.2
626,1995,All countries,Male,Immigrants: All origins,14.7
627,1995,All countries,Female,Net migration,1.6
628,1995,All countries,Female,Emigrants: All destinations,14.9
629,1995,All countries,Female,Immigrants: All origins,16.5
630,1995,EU14 excl Irl (UK & Ireland),Both sexes,Net migration,1.2
631,1995,EU14 excl Irl (UK & Ireland),Both sexes,Emigrants: All destinations,5.1
632,1995,EU14 excl Irl (UK & Ireland),Both sexes,Immigrants: All origins,6.3
633,1995,EU14 excl Irl (UK & Ireland),Male,Net migration,0.1
634,1995,EU14 excl Irl (UK & Ireland),Male,Emigrants: All destinations,2.5
635,1995,EU14 excl Irl (UK & Ireland),Male,Immigrants: All origins,2.6
636,1995,EU14 excl Irl (UK & Ireland),Female,Net migration,-1.7
637,1995,EU14 excl Irl (UK & Ireland),Female,Emigrants: All destinations,2.6
638,1995,EU14 excl Irl (UK & Ireland),Female,Immigrants: All origins,3.7
639,1995,EU15 to EU27 (accession countries joined post 2004),Both sexes,Net migration,
640,1995,EU15 to EU27 (accession countries joined post 2004),Both sexes,Emigrants: All destinations,
641,1995,EU15 to EU27 (accession countries joined post 2004),Both sexes,Immigrants: All origins,
642,1995,EU15 to EU27 (accession countries joined post 2004),Male,Net migration,
643,1995,EU15 to EU27 (accession countries joined post 2004),Male,Emigrants: All destinations,
644,1995,EU15 to EU27 (accession countries joined post 2004),Male,Immigrants: All origins,
645,1995,EU15 to EU27 (accession countries joined post 2004),Female,Net migration,
646,1995,EU15 to EU27 (accession countries joined post 2004),Female,Emigrants: All destinations,
647,1995,EU15 to EU27 (accession countries joined post 2004),Female,Immigrants: All origins,
648,1996,United Kingdom (1),Both sexes,Net migration,3.5
649,1996,United Kingdom (1),Both sexes,Emigrants: All destinations,14.1
650,1996,United Kingdom (1),Both sexes,Immigrants: All origins,17.6
651,1996,United Kingdom (1),Male,Net migration,1.7
652,1996,United Kingdom (1),Male,Emigrants: All destinations,6.7
653,1996,United Kingdom (1),Male,Immigrants: All origins,8.4
654,1996,United Kingdom (1),Female,Net migration,1.8
655,1996,United Kingdom (1),Female,Emigrants: All destinations,7.4
656,1996,United Kingdom (1),Female,Immigrants: All origins,9.2
657,1996,United States,Both sexes,Net migration,1.2
658,1996,United States,Both sexes,Emigrants: All destinations,5.2
659,1996,United States,Both sexes,Immigrants: All origins,6.4
660,1996,United States,Male,Net migration,0.1
661,1996,United States,Male,Emigrants: All destinations,2.7
662,1996,United States,Male,Immigrants: All origins,2.8
663,1996,United States,Female,Net migration,1.1
664,1996,United States,Female,Emigrants: All destinations,2.5
665,1996,United States,Female,Immigrants: All origins,3.6
666,1996,Canada,Both sexes,Net migration,
667,1996,Canada,Both sexes,Emigrants: All destinations,
668,1996,Canada,Both sexes,Immigrants: All origins,
669,1996,Canada,Male,Net migration,
670,1996,Canada,Male,Emigrants: All destinations,
671,1996,Canada,Male,Immigrants: All origins,
672,1996,Canada,Female,Net migration,
673,1996,Canada,Female,Emigrants: All destinations,
674,1996,Canada,Female,Immigrants: All origins,
675,1996,Australia,Both sexes,Net migration,
676,1996,Australia,Both sexes,Emigrants: All destinations,
677,1996,Australia,Both sexes,Immigrants: All origins,
678,1996,Australia,Male,Net migration,
679,1996,Australia,Male,Emigrants: All destinations,
680,1996,Australia,Male,Immigrants: All origins,
681,1996,Australia,Female,Net migration,
682,1996,Australia,Female,Emigrants: All destinations,
683,1996,Australia,Female,Immigrants: All origins,
684,1996,Other countries (23),Both sexes,Net migration,1.2
685,1996,Other countries (23),Both sexes,Emigrants: All destinations,6.8
686,1996,Other countries (23),Both sexes,Immigrants: All origins,8.0
687,1996,Other countries (23),Male,Net migration,0.7
688,1996,Other countries (23),Male,Emigrants: All destinations,3.6
689,1996,Other countries (23),Male,Immigrants: All origins,4.3
690,1996,Other countries (23),Female,Net migration,-0.5
691,1996,Other countries (23),Female,Emigrants: All destinations,3.2
692,1996,Other countries (23),Female,Immigrants: All origins,3.7
693,1996,All countries,Both sexes,Net migration,8.0
694,1996,All countries,Both sexes,Emigrants: All destinations,31.2
695,1996,All countries,Both sexes,Immigrants: All origins,39.2
696,1996,All countries,Male,Net migration,3.5
697,1996,All countries,Male,Emigrants: All destinations,15.3
698,1996,All countries,Male,Immigrants: All origins,18.8
699,1996,All countries,Female,Net migration,4.4
700,1996,All countries,Female,Emigrants: All destinations,15.9
701,1996,All countries,Female,Immigrants: All origins,20.4
702,1996,EU14 excl Irl (UK & Ireland),Both sexes,Net migration,2.1
703,1996,EU14 excl Irl (UK & Ireland),Both sexes,Emigrants: All destinations,5.1
704,1996,EU14 excl Irl (UK & Ireland),Both sexes,Immigrants: All origins,7.2
705,1996,EU14 excl Irl (UK & Ireland),Male,Net migration,1.0
706,1996,EU14 excl Irl (UK & Ireland),Male,Emigrants: All destinations,2.2
707,1996,EU14 excl Irl (UK & Ireland),Male,Immigrants: All origins,3.2
708,1996,EU14 excl Irl (UK & Ireland),Female,Net migration,-3.5
709,1996,EU14 excl Irl (UK & Ireland),Female,Emigrants: All destinations,2.8
710,1996,EU14 excl Irl (UK & Ireland),Female,Immigrants: All origins,3.9
711,1996,EU15 to EU27 (accession countries joined post 2004),Both sexes,Net migration,
712,1996,EU15 to EU27 (accession countries joined post 2004),Both sexes,Emigrants: All destinations,
713,1996,EU15 to EU27 (accession countries joined post 2004),Both sexes,Immigrants: All origins,
714,1996,EU15 to EU27 (accession countries joined post 2004),Male,Net migration,
715,1996,EU15 to EU27 (accession countries joined post 2004),Male,Emigrants: All destinations,
716,1996,EU15 to EU27 (accession countries joined post 2004),Male,Immigrants: All origins,
717,1996,EU15 to EU27 (accession countries joined post 2004),Female,Net migration,
718,1996,EU15 to EU27 (accession countries joined post 2004),Female,Emigrants: All destinations,
719,1996,EU15 to EU27 (accession countries joined post 2004),Female,Immigrants: All origins,
720,1997,United Kingdom (1),Both sexes,Net migration,8.7
721,1997,United Kingdom (1),Both sexes,Emigrants: All destinations,11.6
722,1997,United Kingdom (1),Both sexes,Immigrants: All origins,20.3
723,1997,United Kingdom (1),Male,Net migration,5.0
724,1997,United Kingdom (1),Male,Emigrants: All destinations,5.4
725,1997,United Kingdom (1),Male,Immigrants: All origins,10.4
726,1997,United Kingdom (1),Female,Net migration,3.8
727,1997,United Kingdom (1),Female,Emigrants: All destinations,6.1
728,1997,United Kingdom (1),Female,Immigrants: All origins,9.9
729,1997,United States,Both sexes,Net migration,3.3
730,1997,United States,Both sexes,Emigrants: All destinations,3.4
731,1997,United States,Both sexes,Immigrants: All origins,6.7
732,1997,United States,Male,Net migration,0.6
733,1997,United States,Male,Emigrants: All destinations,2.1
734,1997,United States,Male,Immigrants: All origins,2.7
735,1997,United States,Female,Net migration,2.7
736,1997,United States,Female,Emigrants: All destinations,1.3
737,1997,United States,Female,Immigrants: All origins,4.0
738,1997,Canada,Both sexes,Net migration,
739,1997,Canada,Both sexes,Emigrants: All destinations,
740,1997,Canada,Both sexes,Immigrants: All origins,
741,1997,Canada,Male,Net migration,
742,1997,Canada,Male,Emigrants: All destinations,
743,1997,Canada,Male,Immigrants: All origins,
744,1997,Canada,Female,Net migration,
745,1997,Canada,Female,Emigrants: All destinations,
746,1997,Canada,Female,Immigrants: All origins,
747,1997,Australia,Both sexes,Net migration,
748,1997,Australia,Both sexes,Emigrants: All destinations,
749,1997,Australia,Both sexes,Immigrants: All origins,
750,1997,Australia,Male,Net migration,
751,1997,Australia,Male,Emigrants: All destinations,
752,1997,Australia,Male,Immigrants: All origins,
753,1997,Australia,Female,Net migration,
754,1997,Australia,Female,Emigrants: All destinations,
755,1997,Australia,Female,Immigrants: All origins,
756,1997,Other countries (23),Both sexes,Net migration,2.8
757,1997,Other countries (23),Both sexes,Emigrants: All destinations,6.6
758,1997,Other countries (23),Both sexes,Immigrants: All origins,9.4
759,1997,Other countries (23),Male,Net migration,1.7
760,1997,Other countries (23),Male,Emigrants: All destinations,3.2
761,1997,Other countries (23),Male,Immigrants: All origins,4.9
762,1997,Other countries (23),Female,Net migration,-1.1
763,1997,Other countries (23),Female,Emigrants: All destinations,3.4
764,1997,Other countries (23),Female,Immigrants: All origins,4.5
765,1997,All countries,Both sexes,Net migration,19.2
766,1997,All countries,Both sexes,Emigrants: All destinations,25.3
767,1997,All countries,Both sexes,Immigrants: All origins,44.5
768,1997,All countries,Male,Net migration,9.5
769,1997,All countries,Male,Emigrants: All destinations,12.5
770,1997,All countries,Male,Immigrants: All origins,22.0
771,1997,All countries,Female,Net migration,9.7
772,1997,All countries,Female,Emigrants: All destinations,12.9
773,1997,All countries,Female,Immigrants: All origins,22.6
774,1997,EU14 excl Irl (UK & Ireland),Both sexes,Net migration,4.3
775,1997,EU14 excl Irl (UK & Ireland),Both sexes,Emigrants: All destinations,3.8
776,1997,EU14 excl Irl (UK & Ireland),Both sexes,Immigrants: All origins,8.1
777,1997,EU14 excl Irl (UK & Ireland),Male,Net migration,2.1
778,1997,EU14 excl Irl (UK & Ireland),Male,Emigrants: All destinations,1.8
779,1997,EU14 excl Irl (UK & Ireland),Male,Immigrants: All origins,3.9
780,1997,EU14 excl Irl (UK & Ireland),Female,Net migration,-1.9
781,1997,EU14 excl Irl (UK & Ireland),Female,Emigrants: All destinations,2.0
782,1997,EU14 excl Irl (UK & Ireland),Female,Immigrants: All origins,4.2
783,1997,EU15 to EU27 (accession countries joined post 2004),Both sexes,Net migration,
784,1997,EU15 to EU27 (accession countries joined post 2004),Both sexes,Emigrants: All destinations,
785,1997,EU15 to EU27 (accession countries joined post 2004),Both sexes,Immigrants: All origins,
786,1997,EU15 to EU27 (accession countries joined post 2004),Male,Net migration,
787,1997,EU15 to EU27 (accession countries joined post 2004),Male,Emigrants: All destinations,
788,1997,EU15 to EU27 (accession countries joined post 2004),Male,Immigrants: All origins,
789,1997,EU15 to EU27 (accession countries joined post 2004),Female,Net migration,
790,1997,EU15 to EU27 (accession countries joined post 2004),Female,Emigrants: All destinations,
791,1997,EU15 to EU27 (accession countries joined post 2004),Female,Immigrants: All origins,
792,1998,United Kingdom (1),Both sexes,Net migration,10.3
793,1998,United Kingdom (1),Both sexes,Emigrants: All destinations,11.8
794,1998,United Kingdom (1),Both sexes,Immigrants: All origins,22.1
795,1998,United Kingdom (1),Male,Net migration,5.4
796,1998,United Kingdom (1),Male,Emigrants: All destinations,6.0
797,1998,United Kingdom (1),Male,Immigrants: All origins,11.4
798,1998,United Kingdom (1),Female,Net migration,4.8
799,1998,United Kingdom (1),Female,Emigrants: All destinations,5.8
800,1998,United Kingdom (1),Female,Immigrants: All origins,10.6
801,1998,United States,Both sexes,Net migration,-0.2
802,1998,United States,Both sexes,Emigrants: All destinations,5.3
803,1998,United States,Both sexes,Immigrants: All origins,5.1
804,1998,United States,Male,Net migration,-0.6
805,1998,United States,Male,Emigrants: All destinations,3.3
806,1998,United States,Male,Immigrants: All origins,2.7
807,1998,United States,Female,Net migration,0.4
808,1998,United States,Female,Emigrants: All destinations,2.0
809,1998,United States,Female,Immigrants: All origins,2.4
810,1998,Canada,Both sexes,Net migration,
811,1998,Canada,Both sexes,Emigrants: All destinations,
812,1998,Canada,Both sexes,Immigrants: All origins,
813,1998,Canada,Male,Net migration,
814,1998,Canada,Male,Emigrants: All destinations,
815,1998,Canada,Male,Immigrants: All origins,
816,1998,Canada,Female,Net migration,
817,1998,Canada,Female,Emigrants: All destinations,
818,1998,Canada,Female,Immigrants: All origins,
819,1998,Australia,Both sexes,Net migration,
820,1998,Australia,Both sexes,Emigrants: All destinations,
821,1998,Australia,Both sexes,Immigrants: All origins,
822,1998,Australia,Male,Net migration,
823,1998,Australia,Male,Emigrants: All destinations,
824,1998,Australia,Male,Immigrants: All origins,
825,1998,Australia,Female,Net migration,
826,1998,Australia,Female,Emigrants: All destinations,
827,1998,Australia,Female,Immigrants: All origins,
828,1998,Other countries (23),Both sexes,Net migration,4.1
829,1998,Other countries (23),Both sexes,Emigrants: All destinations,5.6
830,1998,Other countries (23),Both sexes,Immigrants: All origins,9.7
831,1998,Other countries (23),Male,Net migration,2.7
832,1998,Other countries (23),Male,Emigrants: All destinations,2.3
833,1998,Other countries (23),Male,Immigrants: All origins,5.0
834,1998,Other countries (23),Female,Net migration,-1.5
835,1998,Other countries (23),Female,Emigrants: All destinations,3.2
836,1998,Other countries (23),Female,Immigrants: All origins,4.7
837,1998,All countries,Both sexes,Net migration,17.4
838,1998,All countries,Both sexes,Emigrants: All destinations,28.6
839,1998,All countries,Both sexes,Immigrants: All origins,46.0
840,1998,All countries,Male,Net migration,8.8
841,1998,All countries,Male,Emigrants: All destinations,13.9
842,1998,All countries,Male,Immigrants: All origins,22.7
843,1998,All countries,Female,Net migration,8.6
844,1998,All countries,Female,Emigrants: All destinations,14.7
845,1998,All countries,Female,Immigrants: All origins,23.3
846,1998,EU14 excl Irl (UK & Ireland),Both sexes,Net migration,3.2
847,1998,EU14 excl Irl (UK & Ireland),Both sexes,Emigrants: All destinations,5.9
848,1998,EU14 excl Irl (UK & Ireland),Both sexes,Immigrants: All origins,9.1
849,1998,EU14 excl Irl (UK & Ireland),Male,Net migration,1.2
850,1998,EU14 excl Irl (UK & Ireland),Male,Emigrants: All destinations,2.3
851,1998,EU14 excl Irl (UK & Ireland),Male,Immigrants: All origins,3.5
852,1998,EU14 excl Irl (UK & Ireland),Female,Net migration,-0.3
853,1998,EU14 excl Irl (UK & Ireland),Female,Emigrants: All destinations,3.6
854,1998,EU14 excl Irl (UK & Ireland),Female,Immigrants: All origins,5.5
855,1998,EU15 to EU27 (accession countries joined post 2004),Both sexes,Net migration,
856,1998,EU15 to EU27 (accession countries joined post 2004),Both sexes,Emigrants: All destinations,
857,1998,EU15 to EU27 (accession countries joined post 2004),Both sexes,Immigrants: All origins,
858,1998,EU15 to EU27 (accession countries joined post 2004),Male,Net migration,
859,1998,EU15 to EU27 (accession countries joined post 2004),Male,Emigrants: All destinations,
860,1998,EU15 to EU27 (accession countries joined post 2004),Male,Immigrants: All origins,
861,1998,EU15 to EU27 (accession countries joined post 2004),Female,Net migration,
862,1998,EU15 to EU27 (accession countries joined post 2004),Female,Emigrants: All destinations,
863,1998,EU15 to EU27 (accession countries joined post 2004),Female,Immigrants: All origins,
864,1999,United Kingdom (1),Both sexes,Net migration,11.1
865,1999,United Kingdom (1),Both sexes,Emigrants: All destinations,11.2
866,1999,United Kingdom (1),Both sexes,Immigrants: All origins,22.3
867,1999,United Kingdom (1),Male,Net migration,6.6
868,1999,United Kingdom (1),Male,Emigrants: All destinations,5.2
869,1999,United Kingdom (1),Male,Immigrants: All origins,11.8
870,1999,United Kingdom (1),Female,Net migration,4.5
871,1999,United Kingdom (1),Female,Emigrants: All destinations,6.0
872,1999,United Kingdom (1),Female,Immigrants: All origins,10.5
873,1999,United States,Both sexes,Net migration,0.6
874,1999,United States,Both sexes,Emigrants: All destinations,5.3
875,1999,United States,Both sexes,Immigrants: All origins,5.9
876,1999,United States,Male,Net migration,-0.1
877,1999,United States,Male,Emigrants: All destinations,2.9
878,1999,United States,Male,Immigrants: All origins,2.8
879,1999,United States,Female,Net migration,0.6
880,1999,United States,Female,Emigrants: All destinations,2.4
881,1999,United States,Female,Immigrants: All origins,3.0
882,1999,Canada,Both sexes,Net migration,
883,1999,Canada,Both sexes,Emigrants: All destinations,
884,1999,Canada,Both sexes,Immigrants: All origins,
885,1999,Canada,Male,Net migration,
886,1999,Canada,Male,Emigrants: All destinations,
887,1999,Canada,Male,Immigrants: All origins,
888,1999,Canada,Female,Net migration,
889,1999,Canada,Female,Emigrants: All destinations,
890,1999,Canada,Female,Immigrants: All origins,
891,1999,Australia,Both sexes,Net migration,
892,1999,Australia,Both sexes,Emigrants: All destinations,
893,1999,Australia,Both sexes,Immigrants: All origins,
894,1999,Australia,Male,Net migration,
895,1999,Australia,Male,Emigrants: All destinations,
896,1999,Australia,Male,Immigrants: All origins,
897,1999,Australia,Female,Net migration,
898,1999,Australia,Female,Emigrants: All destinations,
899,1999,Australia,Female,Immigrants: All origins,
900,1999,Other countries (23),Both sexes,Net migration,1.0
901,1999,Other countries (23),Both sexes,Emigrants: All destinations,9.5
902,1999,Other countries (23),Both sexes,Immigrants: All origins,10.5
903,1999,Other countries (23),Male,Net migration,0.2
904,1999,Other countries (23),Male,Emigrants: All destinations,5.1
905,1999,Other countries (23),Male,Immigrants: All origins,5.3
906,1999,Other countries (23),Female,Net migration,-0.8
907,1999,Other countries (23),Female,Emigrants: All destinations,4.4
908,1999,Other countries (23),Female,Immigrants: All origins,5.2
909,1999,All countries,Both sexes,Net migration,17.3
910,1999,All countries,Both sexes,Emigrants: All destinations,31.5
911,1999,All countries,Both sexes,Immigrants: All origins,48.9
912,1999,All countries,Male,Net migration,9.0
913,1999,All countries,Male,Emigrants: All destinations,15.5
914,1999,All countries,Male,Immigrants: All origins,24.5
915,1999,All countries,Female,Net migration,8.3
916,1999,All countries,Female,Emigrants: All destinations,16.1
917,1999,All countries,Female,Immigrants: All origins,24.4
918,1999,EU14 excl Irl (UK & Ireland),Both sexes,Net migration,4.7
919,1999,EU14 excl Irl (UK & Ireland),Both sexes,Emigrants: All destinations,5.5
920,1999,EU14 excl Irl (UK & Ireland),Both sexes,Immigrants: All origins,10.2
921,1999,EU14 excl Irl (UK & Ireland),Male,Net migration,2.4
922,1999,EU14 excl Irl (UK & Ireland),Male,Emigrants: All destinations,2.2
923,1999,EU14 excl Irl (UK & Ireland),Male,Immigrants: All origins,4.6
924,1999,EU14 excl Irl (UK & Ireland),Female,Net migration,-0.3
925,1999,EU14 excl Irl (UK & Ireland),Female,Emigrants: All destinations,3.2
926,1999,EU14 excl Irl (UK & Ireland),Female,Immigrants: All origins,5.7
927,1999,EU15 to EU27 (accession countries joined post 2004),Both sexes,Net migration,
928,1999,EU15 to EU27 (accession countries joined post 2004),Both sexes,Emigrants: All destinations,
929,1999,EU15 to EU27 (accession countries joined post 2004),Both sexes,Immigrants: All origins,
930,1999,EU15 to EU27 (accession countries joined post 2004),Male,Net migration,
931,1999,EU15 to EU27 (accession countries joined post 2004),Male,Emigrants: All destinations,
932,1999,EU15 to EU27 (accession countries joined post 2004),Male,Immigrants: All origins,
933,1999,EU15 to EU27 (accession countries joined post 2004),Female,Net migration,
934,1999,EU15 to EU27 (accession countries joined post 2004),Female,Emigrants: All destinations,
935,1999,EU15 to EU27 (accession countries joined post 2004),Female,Immigrants: All origins,
936,2000,United Kingdom (1),Both sexes,Net migration,13.6
937,2000,United Kingdom (1),Both sexes,Emigrants: All destinations,7.2
938,2000,United Kingdom (1),Both sexes,Immigrants: All origins,20.8
939,2000,United Kingdom (1),Male,Net migration,7.0
940,2000,United Kingdom (1),Male,Emigrants: All destinations,3.4
941,2000,United Kingdom (1),Male,Immigrants: All origins,10.4
942,2000,United Kingdom (1),Female,Net migration,6.8
943,2000,United Kingdom (1),Female,Emigrants: All destinations,3.7
944,2000,United Kingdom (1),Female,Immigrants: All origins,10.5
945,2000,United States,Both sexes,Net migration,1.5
946,2000,United States,Both sexes,Emigrants: All destinations,4.0
947,2000,United States,Both sexes,Immigrants: All origins,5.5
948,2000,United States,Male,Net migration,0.7
949,2000,United States,Male,Emigrants: All destinations,2.1
950,2000,United States,Male,Immigrants: All origins,2.8
951,2000,United States,Female,Net migration,0.8
952,2000,United States,Female,Emigrants: All destinations,1.9
