year,age_group,gender,Inward or Outward Flow,kvalue
1997,All ages,Female,Emigrants: All destinations,
1997,All ages,Female,Immigrants: All origins,
1997,0 - 14 years,Both sexes,Net migration,
1997,0 - 14 years,Both sexes,Emigrants: All destinations,0.3
1997,0 - 14 years,Both sexes,Immigrants: All origins,6.4
1997,0 - 14 years,Male,Net migration,
1997,0 - 14 years,Male,Emigrants: All destinations,0.1
1997,0 - 14 years,Male,Immigrants: All origins,2.9
1997,0 - 14 years,Female,Net migration,
1997,0 - 14 years,Female,Emigrants: All destinations,0.2
1997,0 - 14 years,Female,Immigrants: All origins,3.5
1997,15 - 24 years,Both sexes,Net migration,
1997,15 - 24 years,Both sexes,Emigrants: All destinations,19.4
1997,15 - 24 years,Both sexes,Immigrants: All origins,13.8
1997,15 - 24 years,Male,Net migration,
1997,15 - 24 years,Male,Emigrants: All destinations,9.0
1997,15 - 24 years,Male,Immigrants: All origins,5.9
1997,15 - 24 years,Female,Net migration,
1997,15 - 24 years,Female,Emigrants: All destinations,10.4
1997,15 - 24 years,Female,Immigrants: All origins,7.8
1997,25 - 44 years,Both sexes,Net migration,
1997,25 - 44 years,Both sexes,Emigrants: All destinations,5.6
1997,25 - 44 years,Both sexes,Immigrants: All origins,18.2
1997,25 - 44 years,Male,Net migration,
1997,25 - 44 years,Male,Emigrants: All destinations,3.4
1997,25 - 44 years,Male,Immigrants: All origins,9.6
1997,25 - 44 years,Female,Net migration,
1997,25 - 44 years,Female,Emigrants: All destinations,2.2
1997,25 - 44 years,Female,Immigrants: All origins,8.6
1997,45 - 64 years,Both sexes,Net migration,
1997,45 - 64 years,Both sexes,Emigrants: All destinations,0.0
1997,45 - 64 years,Both sexes,Immigrants: All origins,4.7
1997,45 - 64 years,Male,Net migration,
1997,45 - 64 years,Male,Emigrants: All destinations,0.0
1997,45 - 64 years,Male,Immigrants: All origins,2.7
1997,45 - 64 years,Female,Net migration,
1997,45 - 64 years,Female,Emigrants: All destinations,0.0
1997,45 - 64 years,Female,Immigrants: All origins,2.0
1997,65 years and over,Both sexes,Net migration,
1997,65 years and over,Both sexes,Emigrants: All destinations,0.0
1997,65 years and over,Both sexes,Immigrants: All origins,1.5
1997,65 years and over,Male,Net migration,
1997,65 years and over,Male,Emigrants: All destinations,0.0
1997,65 years and over,Male,Immigrants: All origins,0.8
1997,65 years and over,Female,Net migration,
1997,65 years and over,Female,Emigrants: All destinations,0.0
1997,65 years and over,Female,Immigrants: All origins,0.7
1998,All ages,Both sexes,Net migration,17.4
1998,All ages,Both sexes,Emigrants: All destinations,28.6
1998,All ages,Both sexes,Immigrants: All origins,46.0
1998,All ages,Male,Net migration,
1998,All ages,Male,Emigrants: All destinations,
1998,All ages,Male,Immigrants: All origins,
1998,All ages,Female,Net migration,
1998,All ages,Female,Emigrants: All destinations,
1998,All ages,Female,Immigrants: All origins,
1998,0 - 14 years,Both sexes,Net migration,
1998,0 - 14 years,Both sexes,Emigrants: All destinations,1.6
1998,0 - 14 years,Both sexes,Immigrants: All origins,7.5
1998,0 - 14 years,Male,Net migration,
1998,0 - 14 years,Male,Emigrants: All destinations,0.4
1998,0 - 14 years,Male,Immigrants: All origins,3.4
1998,0 - 14 years,Female,Net migration,
1998,0 - 14 years,Female,Emigrants: All destinations,1.2
1998,0 - 14 years,Female,Immigrants: All origins,4.1
1998,15 - 24 years,Both sexes,Net migration,
1998,15 - 24 years,Both sexes,Emigrants: All destinations,21.1
1998,15 - 24 years,Both sexes,Immigrants: All origins,12.4
1998,15 - 24 years,Male,Net migration,
1998,15 - 24 years,Male,Emigrants: All destinations,10.1
1998,15 - 24 years,Male,Immigrants: All origins,5.1
1998,15 - 24 years,Female,Net migration,
1998,15 - 24 years,Female,Emigrants: All destinations,10.9
1998,15 - 24 years,Female,Immigrants: All origins,7.3
1998,25 - 44 years,Both sexes,Net migration,
1998,25 - 44 years,Both sexes,Emigrants: All destinations,5.8
1998,25 - 44 years,Both sexes,Immigrants: All origins,19.9
1998,25 - 44 years,Male,Net migration,
1998,25 - 44 years,Male,Emigrants: All destinations,3.2
1998,25 - 44 years,Male,Immigrants: All origins,11.1
1998,25 - 44 years,Female,Net migration,
1998,25 - 44 years,Female,Emigrants: All destinations,2.5
1998,25 - 44 years,Female,Immigrants: All origins,8.8
1998,45 - 64 years,Both sexes,Net migration,
1998,45 - 64 years,Both sexes,Emigrants: All destinations,0.2
1998,45 - 64 years,Both sexes,Immigrants: All origins,4.3
1998,45 - 64 years,Male,Net migration,
1998,45 - 64 years,Male,Emigrants: All destinations,0.2
1998,45 - 64 years,Male,Immigrants: All origins,2.1
1998,45 - 64 years,Female,Net migration,
1998,45 - 64 years,Female,Emigrants: All destinations,0.0
1998,45 - 64 years,Female,Immigrants: All origins,2.2
1998,65 years and over,Both sexes,Net migration,
1998,65 years and over,Both sexes,Emigrants: All destinations,0.0
1998,65 years and over,Both sexes,Immigrants: All origins,1.8
1998,65 years and over,Male,Net migration,
1998,65 years and over,Male,Emigrants: All destinations,0.0
1998,65 years and over,Male,Immigrants: All origins,0.9
1998,65 years and over,Female,Net migration,
1998,65 years and over,Female,Emigrants: All destinations,0.0
1998,65 years and over,Female,Immigrants: All origins,0.9
1999,All ages,Both sexes,Net migration,17.3
1999,All ages,Both sexes,Emigrants: All destinations,31.5
1999,All ages,Both sexes,Immigrants: All origins,48.9
1999,All ages,Male,Net migration,
1999,All ages,Male,Emigrants: All destinations,
1999,All ages,Male,Immigrants: All origins,
1999,All ages,Female,Net migration,
1999,All ages,Female,Emigrants: All destinations,
1999,All ages,Female,Immigrants: All origins,
1999,0 - 14 years,Both sexes,Net migration,
1999,0 - 14 years,Both sexes,Emigrants: All destinations,0.0
1999,0 - 14 years,Both sexes,Immigrants: All origins,7.0
1999,0 - 14 years,Male,Net migration,
1999,0 - 14 years,Male,Emigrants: All destinations,0.0
1999,0 - 14 years,Male,Immigrants: All origins,3.6
1999,0 - 14 years,Female,Net migration,
1999,0 - 14 years,Female,Emigrants: All destinations,0.0
1999,0 - 14 years,Female,Immigrants: All origins,3.4
1999,15 - 24 years,Both sexes,Net migration,
1999,15 - 24 years,Both sexes,Emigrants: All destinations,23.1
1999,15 - 24 years,Both sexes,Immigrants: All origins,15.3
1999,15 - 24 years,Male,Net migration,
1999,15 - 24 years,Male,Emigrants: All destinations,10.4
1999,15 - 24 years,Male,Immigrants: All origins,6.1
1999,15 - 24 years,Female,Net migration,
1999,15 - 24 years,Female,Emigrants: All destinations,12.7
1999,15 - 24 years,Female,Immigrants: All origins,9.2
1999,25 - 44 years,Both sexes,Net migration,
1999,25 - 44 years,Both sexes,Emigrants: All destinations,7.6
1999,25 - 44 years,Both sexes,Immigrants: All origins,21.5
1999,25 - 44 years,Male,Net migration,
1999,25 - 44 years,Male,Emigrants: All destinations,4.6
1999,25 - 44 years,Male,Immigrants: All origins,11.7
1999,25 - 44 years,Female,Net migration,
1999,25 - 44 years,Female,Emigrants: All destinations,3.0
1999,25 - 44 years,Female,Immigrants: All origins,9.9
1999,45 - 64 years,Both sexes,Net migration,
1999,45 - 64 years,Both sexes,Emigrants: All destinations,0.3
1999,45 - 64 years,Both sexes,Immigrants: All origins,4.1
1999,45 - 64 years,Male,Net migration,
1999,45 - 64 years,Male,Emigrants: All destinations,0.0
1999,45 - 64 years,Male,Immigrants: All origins,2.5
1999,45 - 64 years,Female,Net migration,
1999,45 - 64 years,Female,Emigrants: All destinations,0.3
1999,45 - 64 years,Female,Immigrants: All origins,1.6
1999,65 years and over,Both sexes,Net migration,
1999,65 years and over,Both sexes,Emigrants: All destinations,0.6
1999,65 years and over,Both sexes,Immigrants: All origins,0.9
1999,65 years and over,Male,Net migration,
1999,65 years and over,Male,Emigrants: All destinations,0.4
1999,65 years and over,Male,Immigrants: All origins,0.6
1999,65 years and over,Female,Net migration,
1999,65 years and over,Female,Emigrants: All destinations,0.1
1999,65 years and over,Female,Immigrants: All origins,0.3
2000,All ages,Both sexes,Net migration,26.0
2000,All ages,Both sexes,Emigrants: All destinations,26.6
2000,All ages,Both sexes,Immigrants: All origins,52.6
2000,All ages,Male,Net migration,
2000,All ages,Male,Emigrants: All destinations,
2000,All ages,Male,Immigrants: All origins,
2000,All ages,Female,Net migration,
2000,All ages,Female,Emigrants: All destinations,
2000,All ages,Female,Immigrants: All origins,
2000,0 - 14 years,Both sexes,Net migration,
2000,0 - 14 years,Both sexes,Emigrants: All destinations,0.0
2000,0 - 14 years,Both sexes,Immigrants: All origins,7.1
2000,0 - 14 years,Male,Net migration,
2000,0 - 14 years,Male,Emigrants: All destinations,0.0
2000,0 - 14 years,Male,Immigrants: All origins,3.6
2000,0 - 14 years,Female,Net migration,
2000,0 - 14 years,Female,Emigrants: All destinations,0.0
2000,0 - 14 years,Female,Immigrants: All origins,3.6
2000,15 - 24 years,Both sexes,Net migration,
2000,15 - 24 years,Both sexes,Emigrants: All destinations,21.4
2000,15 - 24 years,Both sexes,Immigrants: All origins,16.8
2000,15 - 24 years,Male,Net migration,
2000,15 - 24 years,Male,Emigrants: All destinations,10.2
2000,15 - 24 years,Male,Immigrants: All origins,6.8
2000,15 - 24 years,Female,Net migration,
2000,15 - 24 years,Female,Emigrants: All destinations,11.2
2000,15 - 24 years,Female,Immigrants: All origins,10.1
2000,25 - 44 years,Both sexes,Net migration,
2000,25 - 44 years,Both sexes,Emigrants: All destinations,4.6
2000,25 - 44 years,Both sexes,Immigrants: All origins,23.4
2000,25 - 44 years,Male,Net migration,
2000,25 - 44 years,Male,Emigrants: All destinations,2.6
2000,25 - 44 years,Male,Immigrants: All origins,12.7
2000,25 - 44 years,Female,Net migration,
2000,25 - 44 years,Female,Emigrants: All destinations,2.0
2000,25 - 44 years,Female,Immigrants: All origins,10.7
2000,45 - 64 years,Both sexes,Net migration,
2000,45 - 64 years,Both sexes,Emigrants: All destinations,0.1
2000,45 - 64 years,Both sexes,Immigrants: All origins,4.0
2000,45 - 64 years,Male,Net migration,
2000,45 - 64 years,Male,Emigrants: All destinations,0.0
2000,45 - 64 years,Male,Immigrants: All origins,2.6
2000,45 - 64 years,Female,Net migration,
2000,45 - 64 years,Female,Emigrants: All destinations,0.1
2000,45 - 64 years,Female,Immigrants: All origins,1.4
2000,65 years and over,Both sexes,Net migration,
2000,65 years and over,Both sexes,Emigrants: All destinations,0.6
2000,65 years and over,Both sexes,Immigrants: All origins,1.2
2000,65 years and over,Male,Net migration,
2000,65 years and over,Male,Emigrants: All destinations,0.3
2000,65 years and over,Male,Immigrants: All origins,0.6
2000,65 years and over,Female,Net migration,
2000,65 years and over,Female,Emigrants: All destinations,0.3
2000,65 years and over,Female,Immigrants: All origins,0.6
2001,All ages,Both sexes,Net migration,32.8
2001,All ages,Both sexes,Emigrants: All destinations,26.2
2001,All ages,Both sexes,Immigrants: All origins,59.0
2001,All ages,Male,Net migration,
2001,All ages,Male,Emigrants: All destinations,
2001,All ages,Male,Immigrants: All origins,
2001,All ages,Female,Net migration,
2001,All ages,Female,Emigrants: All destinations,
2001,All ages,Female,Immigrants: All origins,
2001,0 - 14 years,Both sexes,Net migration,
2001,0 - 14 years,Both sexes,Emigrants: All destinations,0.0
2001,0 - 14 years,Both sexes,Immigrants: All origins,7.9
2001,0 - 14 years,Male,Net migration,
2001,0 - 14 years,Male,Emigrants: All destinations,0.0
2001,0 - 14 years,Male,Immigrants: All origins,4.1
2001,0 - 14 years,Female,Net migration,
2001,0 - 14 years,Female,Emigrants: All destinations,0.0
2001,0 - 14 years,Female,Immigrants: All origins,3.8
2001,15 - 24 years,Both sexes,Net migration,
2001,15 - 24 years,Both sexes,Emigrants: All destinations,21.2
2001,15 - 24 years,Both sexes,Immigrants: All origins,16.4
2001,15 - 24 years,Male,Net migration,
2001,15 - 24 years,Male,Emigrants: All destinations,9.9
2001,15 - 24 years,Male,Immigrants: All origins,6.6
2001,15 - 24 years,Female,Net migration,
2001,15 - 24 years,Female,Emigrants: All destinations,11.3
2001,15 - 24 years,Female,Immigrants: All origins,9.8
2001,25 - 44 years,Both sexes,Net migration,
2001,25 - 44 years,Both sexes,Emigrants: All destinations,4.4
2001,25 - 44 years,Both sexes,Immigrants: All origins,29.5
2001,25 - 44 years,Male,Net migration,
2001,25 - 44 years,Male,Emigrants: All destinations,2.4
2001,25 - 44 years,Male,Immigrants: All origins,16.3
2001,25 - 44 years,Female,Net migration,
2001,25 - 44 years,Female,Emigrants: All destinations,2.0
2001,25 - 44 years,Female,Immigrants: All origins,13.2
2001,45 - 64 years,Both sexes,Net migration,
2001,45 - 64 years,Both sexes,Emigrants: All destinations,0.0
2001,45 - 64 years,Both sexes,Immigrants: All origins,4.3
2001,45 - 64 years,Male,Net migration,
2001,45 - 64 years,Male,Emigrants: All destinations,0.0
2001,45 - 64 years,Male,Immigrants: All origins,2.5
2001,45 - 64 years,Female,Net migration,
2001,45 - 64 years,Female,Emigrants: All destinations,0.0
2001,45 - 64 years,Female,Immigrants: All origins,1.8
2001,65 years and over,Both sexes,Net migration,
2001,65 years and over,Both sexes,Emigrants: All destinations,0.7
2001,65 years and over,Both sexes,Immigrants: All origins,0.8
2001,65 years and over,Male,Net migration,
2001,65 years and over,Male,Emigrants: All destinations,0.4
2001,65 years and over,Male,Immigrants: All origins,0.5
2001,65 years and over,Female,Net migration,
2001,65 years and over,Female,Emigrants: All destinations,0.3
2001,65 years and over,Female,Immigrants: All origins,0.3
2002,All ages,Both sexes,Net migration,41.3
2002,All ages,Both sexes,Emigrants: All destinations,25.6
2002,All ages,Both sexes,Immigrants: All origins,66.9
2002,All ages,Male,Net migration,18.6
2002,All ages,Male,Emigrants: All destinations,12.7
2002,All ages,Male,Immigrants: All origins,31.3
2002,All ages,Female,Net migration,22.7
2002,All ages,Female,Emigrants: All destinations,12.9
2002,All ages,Female,Immigrants: All origins,35.6
2002,0 - 14 years,Both sexes,Net migration,4.5
2002,0 - 14 years,Both sexes,Emigrants: All destinations,2.5
2002,0 - 14 years,Both sexes,Immigrants: All origins,7.0
2002,0 - 14 years,Male,Net migration,2.0
2002,0 - 14 years,Male,Emigrants: All destinations,1.2
2002,0 - 14 years,Male,Immigrants: All origins,3.2
2002,0 - 14 years,Female,Net migration,2.6
2002,0 - 14 years,Female,Emigrants: All destinations,1.2
2002,0 - 14 years,Female,Immigrants: All origins,3.8
2002,15 - 24 years,Both sexes,Net migration,1.1
2002,15 - 24 years,Both sexes,Emigrants: All destinations,18.7
2002,15 - 24 years,Both sexes,Immigrants: All origins,19.8
2002,15 - 24 years,Male,Net migration,-1.0
2002,15 - 24 years,Male,Emigrants: All destinations,9.0
2002,15 - 24 years,Male,Immigrants: All origins,8.0
2002,15 - 24 years,Female,Net migration,2.0
2002,15 - 24 years,Female,Emigrants: All destinations,9.8
2002,15 - 24 years,Female,Immigrants: All origins,11.8
2002,25 - 44 years,Both sexes,Net migration,32.1
2002,25 - 44 years,Both sexes,Emigrants: All destinations,3.1
2002,25 - 44 years,Both sexes,Immigrants: All origins,35.2
2002,25 - 44 years,Male,Net migration,15.8
2002,25 - 44 years,Male,Emigrants: All destinations,1.7
2002,25 - 44 years,Male,Immigrants: All origins,17.5
2002,25 - 44 years,Female,Net migration,16.3
2002,25 - 44 years,Female,Emigrants: All destinations,1.4
2002,25 - 44 years,Female,Immigrants: All origins,17.7
2002,45 - 64 years,Both sexes,Net migration,4.1
2002,45 - 64 years,Both sexes,Emigrants: All destinations,0.1
2002,45 - 64 years,Both sexes,Immigrants: All origins,4.2
2002,45 - 64 years,Male,Net migration,2.3
2002,45 - 64 years,Male,Emigrants: All destinations,0.0
2002,45 - 64 years,Male,Immigrants: All origins,2.3
2002,45 - 64 years,Female,Net migration,1.8
2002,45 - 64 years,Female,Emigrants: All destinations,0.1
2002,45 - 64 years,Female,Immigrants: All origins,1.9
2002,65 years and over,Both sexes,Net migration,-0.4
2002,65 years and over,Both sexes,Emigrants: All destinations,1.2
2002,65 years and over,Both sexes,Immigrants: All origins,0.8
2002,65 years and over,Male,Net migration,-0.5
2002,65 years and over,Male,Emigrants: All destinations,0.8
2002,65 years and over,Male,Immigrants: All origins,0.3
2002,65 years and over,Female,Net migration,0.1
2002,65 years and over,Female,Emigrants: All destinations,0.4
2002,65 years and over,Female,Immigrants: All origins,0.5
2003,All ages,Both sexes,Net migration,30.7
2003,All ages,Both sexes,Emigrants: All destinations,29.3
2003,All ages,Both sexes,Immigrants: All origins,60.0
2003,All ages,Male,Net migration,14.5
2003,All ages,Male,Emigrants: All destinations,17.0
2003,All ages,Male,Immigrants: All origins,31.4
2003,All ages,Female,Net migration,16.3
2003,All ages,Female,Emigrants: All destinations,12.3
2003,All ages,Female,Immigrants: All origins,28.6
2003,0 - 14 years,Both sexes,Net migration,6.4
2003,0 - 14 years,Both sexes,Emigrants: All destinations,0.9
2003,0 - 14 years,Both sexes,Immigrants: All origins,7.3
2003,0 - 14 years,Male,Net migration,2.9
2003,0 - 14 years,Male,Emigrants: All destinations,0.7
2003,0 - 14 years,Male,Immigrants: All origins,3.6
2003,0 - 14 years,Female,Net migration,3.5
2003,0 - 14 years,Female,Emigrants: All destinations,0.2
2003,0 - 14 years,Female,Immigrants: All origins,3.7
2003,15 - 24 years,Both sexes,Net migration,0.5
2003,15 - 24 years,Both sexes,Emigrants: All destinations,17.0
2003,15 - 24 years,Both sexes,Immigrants: All origins,17.5
2003,15 - 24 years,Male,Net migration,-1.5
2003,15 - 24 years,Male,Emigrants: All destinations,9.3
2003,15 - 24 years,Male,Immigrants: All origins,7.8
2003,15 - 24 years,Female,Net migration,2.1
2003,15 - 24 years,Female,Emigrants: All destinations,7.7
2003,15 - 24 years,Female,Immigrants: All origins,9.8
2003,25 - 44 years,Both sexes,Net migration,20.0
2003,25 - 44 years,Both sexes,Emigrants: All destinations,8.8
2003,25 - 44 years,Both sexes,Immigrants: All origins,28.8
2003,25 - 44 years,Male,Net migration,10.3
2003,25 - 44 years,Male,Emigrants: All destinations,5.7
2003,25 - 44 years,Male,Immigrants: All origins,16.0
2003,25 - 44 years,Female,Net migration,9.6
2003,25 - 44 years,Female,Emigrants: All destinations,3.1
2003,25 - 44 years,Female,Immigrants: All origins,12.7
2003,45 - 64 years,Both sexes,Net migration,3.8
2003,45 - 64 years,Both sexes,Emigrants: All destinations,1.3
2003,45 - 64 years,Both sexes,Immigrants: All origins,5.1
2003,45 - 64 years,Male,Net migration,2.8
2003,45 - 64 years,Male,Emigrants: All destinations,0.6
2003,45 - 64 years,Male,Immigrants: All origins,3.4
2003,45 - 64 years,Female,Net migration,1.0
2003,45 - 64 years,Female,Emigrants: All destinations,0.7
2003,45 - 64 years,Female,Immigrants: All origins,1.7
2003,65 years and over,Both sexes,Net migration,0.1
2003,65 years and over,Both sexes,Emigrants: All destinations,1.2
2003,65 years and over,Both sexes,Immigrants: All origins,1.3
2003,65 years and over,Male,Net migration,0.0
2003,65 years and over,Male,Emigrants: All destinations,0.7
2003,65 years and over,Male,Immigrants: All origins,0.7
2003,65 years and over,Female,Net migration,0.1
2003,65 years and over,Female,Emigrants: All destinations,0.6
2003,65 years and over,Female,Immigrants: All origins,0.7
2004,All ages,Both sexes,Net migration,32.0
2004,All ages,Both sexes,Emigrants: All destinations,26.5
2004,All ages,Both sexes,Immigrants: All origins,58.5
2004,All ages,Male,Net migration,18.0
2004,All ages,Male,Emigrants: All destinations,12.5
2004,All ages,Male,Immigrants: All origins,30.5
2004,All ages,Female,Net migration,14.0
2004,All ages,Female,Emigrants: All destinations,14.0
2004,All ages,Female,Immigrants: All origins,28.0
2004,0 - 14 years,Both sexes,Net migration,4.7
2004,0 - 14 years,Both sexes,Emigrants: All destinations,1.5
2004,0 - 14 years,Both sexes,Immigrants: All origins,6.1
2004,0 - 14 years,Male,Net migration,2.9
2004,0 - 14 years,Male,Emigrants: All destinations,0.6
2004,0 - 14 years,Male,Immigrants: All origins,3.5
2004,0 - 14 years,Female,Net migration,1.8
2004,0 - 14 years,Female,Emigrants: All destinations,0.9
2004,0 - 14 years,Female,Immigrants: All origins,2.7
2004,15 - 24 years,Both sexes,Net migration,4.6
2004,15 - 24 years,Both sexes,Emigrants: All destinations,14.1
2004,15 - 24 years,Both sexes,Immigrants: All origins,18.7
2004,15 - 24 years,Male,Net migration,1.8
2004,15 - 24 years,Male,Emigrants: All destinations,6.3
2004,15 - 24 years,Male,Immigrants: All origins,8.1
2004,15 - 24 years,Female,Net migration,2.8
2004,15 - 24 years,Female,Emigrants: All destinations,7.8
2004,15 - 24 years,Female,Immigrants: All origins,10.6
2004,25 - 44 years,Both sexes,Net migration,19.6
2004,25 - 44 years,Both sexes,Emigrants: All destinations,9.2
2004,25 - 44 years,Both sexes,Immigrants: All origins,28.8
2004,25 - 44 years,Male,Net migration,11.0
2004,25 - 44 years,Male,Emigrants: All destinations,5.3
2004,25 - 44 years,Male,Immigrants: All origins,16.3
2004,25 - 44 years,Female,Net migration,8.6
2004,25 - 44 years,Female,Emigrants: All destinations,3.9
2004,25 - 44 years,Female,Immigrants: All origins,12.5
2004,45 - 64 years,Both sexes,Net migration,2.9
2004,45 - 64 years,Both sexes,Emigrants: All destinations,1.3
2004,45 - 64 years,Both sexes,Immigrants: All origins,4.2
2004,45 - 64 years,Male,Net migration,2.0
2004,45 - 64 years,Male,Emigrants: All destinations,0.4
2004,45 - 64 years,Male,Immigrants: All origins,2.4
2004,45 - 64 years,Female,Net migration,0.8
2004,45 - 64 years,Female,Emigrants: All destinations,1.0
2004,45 - 64 years,Female,Immigrants: All origins,1.8
2004,65 years and over,Both sexes,Net migration,0.3
2004,65 years and over,Both sexes,Emigrants: All destinations,0.4
2004,65 years and over,Both sexes,Immigrants: All origins,0.7
2004,65 years and over,Male,Net migration,0.3
2004,65 years and over,Male,Emigrants: All destinations,0.0
2004,65 years and over,Male,Immigrants: All origins,0.3
2004,65 years and over,Female,Net migration,0.0
2004,65 years and over,Female,Emigrants: All destinations,0.4
2004,65 years and over,Female,Immigrants: All origins,0.4
2005,All ages,Both sexes,Net migration,55.1
2005,All ages,Both sexes,Emigrants: All destinations,29.4
2005,All ages,Both sexes,Immigrants: All origins,84.6
2005,All ages,Male,Net migration,32.6
2005,All ages,Male,Emigrants: All destinations,14.9
2005,All ages,Male,Immigrants: All origins,47.5
2005,All ages,Female,Net migration,22.5
2005,All ages,Female,Emigrants: All destinations,14.6
2005,All ages,Female,Immigrants: All origins,37.1
2005,0 - 14 years,Both sexes,Net migration,5.9
2005,0 - 14 years,Both sexes,Emigrants: All destinations,2.1
2005,0 - 14 years,Both sexes,Immigrants: All origins,8.0
2005,0 - 14 years,Male,Net migration,3.2
2005,0 - 14 years,Male,Emigrants: All destinations,1.1
2005,0 - 14 years,Male,Immigrants: All origins,4.2
2005,0 - 14 years,Female,Net migration,2.7
2005,0 - 14 years,Female,Emigrants: All destinations,1.1
2005,0 - 14 years,Female,Immigrants: All origins,3.8
2005,15 - 24 years,Both sexes,Net migration,10.0
2005,15 - 24 years,Both sexes,Emigrants: All destinations,14.3
2005,15 - 24 years,Both sexes,Immigrants: All origins,24.4
2005,15 - 24 years,Male,Net migration,4.9
2005,15 - 24 years,Male,Emigrants: All destinations,6.7
2005,15 - 24 years,Male,Immigrants: All origins,11.6
2005,15 - 24 years,Female,Net migration,5.1
2005,15 - 24 years,Female,Emigrants: All destinations,7.6
2005,15 - 24 years,Female,Immigrants: All origins,12.7
2005,25 - 44 years,Both sexes,Net migration,34.2
2005,25 - 44 years,Both sexes,Emigrants: All destinations,10.6
2005,25 - 44 years,Both sexes,Immigrants: All origins,44.8
2005,25 - 44 years,Male,Net migration,21.2
2005,25 - 44 years,Male,Emigrants: All destinations,6.1
2005,25 - 44 years,Male,Immigrants: All origins,27.3
2005,25 - 44 years,Female,Net migration,12.9
2005,25 - 44 years,Female,Emigrants: All destinations,4.5
2005,25 - 44 years,Female,Immigrants: All origins,17.5
2005,45 - 64 years,Both sexes,Net migration,4.7
2005,45 - 64 years,Both sexes,Emigrants: All destinations,1.5
2005,45 - 64 years,Both sexes,Immigrants: All origins,6.1
2005,45 - 64 years,Male,Net migration,3.0
2005,45 - 64 years,Male,Emigrants: All destinations,0.6
2005,45 - 64 years,Male,Immigrants: All origins,3.7
2005,45 - 64 years,Female,Net migration,1.6
2005,45 - 64 years,Female,Emigrants: All destinations,0.8
2005,45 - 64 years,Female,Immigrants: All origins,2.5
2005,65 years and over,Both sexes,Net migration,0.3
2005,65 years and over,Both sexes,Emigrants: All destinations,0.9
2005,65 years and over,Both sexes,Immigrants: All origins,1.2
2005,65 years and over,Male,Net migration,0.2
2005,65 years and over,Male,Emigrants: All destinations,0.4
2005,65 years and over,Male,Immigrants: All origins,0.6
2005,65 years and over,Female,Net migration,0.1
2005,65 years and over,Female,Emigrants: All destinations,0.5
2005,65 years and over,Female,Immigrants: All origins,0.6
2006,All ages,Both sexes,Net migration,71.8
2006,All ages,Both sexes,Emigrants: All destinations,36.0
2006,All ages,Both sexes,Immigrants: All origins,107.8
2006,All ages,Male,Net migration,41.6
2006,All ages,Male,Emigrants: All destinations,18.7
2006,All ages,Male,Immigrants: All origins,60.3
2006,All ages,Female,Net migration,30.2
2006,All ages,Female,Emigrants: All destinations,17.3
2006,All ages,Female,Immigrants: All origins,47.5
2006,0 - 14 years,Both sexes,Net migration,9.3
2006,0 - 14 years,Both sexes,Emigrants: All destinations,2.2
2006,0 - 14 years,Both sexes,Immigrants: All origins,11.5
2006,0 - 14 years,Male,Net migration,4.4
2006,0 - 14 years,Male,Emigrants: All destinations,1.1
2006,0 - 14 years,Male,Immigrants: All origins,5.5
2006,0 - 14 years,Female,Net migration,5.0
2006,0 - 14 years,Female,Emigrants: All destinations,1.1
2006,0 - 14 years,Female,Immigrants: All origins,6.0
2006,15 - 24 years,Both sexes,Net migration,15.6
2006,15 - 24 years,Both sexes,Emigrants: All destinations,15.9
2006,15 - 24 years,Both sexes,Immigrants: All origins,31.6
2006,15 - 24 years,Male,Net migration,8.4
2006,15 - 24 years,Male,Emigrants: All destinations,8.0
2006,15 - 24 years,Male,Immigrants: All origins,16.4
2006,15 - 24 years,Female,Net migration,7.3
2006,15 - 24 years,Female,Emigrants: All destinations,7.9
2006,15 - 24 years,Female,Immigrants: All origins,15.2
2006,25 - 44 years,Both sexes,Net migration,43.0
2006,25 - 44 years,Both sexes,Emigrants: All destinations,14.1
2006,25 - 44 years,Both sexes,Immigrants: All origins,57.2
2006,25 - 44 years,Male,Net migration,26.4
2006,25 - 44 years,Male,Emigrants: All destinations,7.6
2006,25 - 44 years,Male,Immigrants: All origins,34.0
2006,25 - 44 years,Female,Net migration,16.6
2006,25 - 44 years,Female,Emigrants: All destinations,6.5
2006,25 - 44 years,Female,Immigrants: All origins,23.2
2006,45 - 64 years,Both sexes,Net migration,4.1
2006,45 - 64 years,Both sexes,Emigrants: All destinations,2.1
2006,45 - 64 years,Both sexes,Immigrants: All origins,6.1
2006,45 - 64 years,Male,Net migration,2.5
2006,45 - 64 years,Male,Emigrants: All destinations,1.2
2006,45 - 64 years,Male,Immigrants: All origins,3.7
2006,45 - 64 years,Female,Net migration,1.5
2006,45 - 64 years,Female,Emigrants: All destinations,0.9
2006,45 - 64 years,Female,Immigrants: All origins,2.4
2006,65 years and over,Both sexes,Net migration,-0.3
2006,65 years and over,Both sexes,Emigrants: All destinations,1.7
2006,65 years and over,Both sexes,Immigrants: All origins,1.4
2006,65 years and over,Male,Net migration,-0.1
2006,65 years and over,Male,Emigrants: All destinations,0.8
2006,65 years and over,Male,Immigrants: All origins,0.7
2006,65 years and over,Female,Net migration,-0.2
2006,65 years and over,Female,Emigrants: All destinations,0.9
2006,65 years and over,Female,Immigrants: All origins,0.7
2007,All ages,Both sexes,Net migration,104.8
